,sender prefixes,nb of bytes,% of traffic (bytes)
3787,99.20.0.0,825561,2.5826053973493067e-05
5222,178.220.0.0,825508,2.582439597261779e-05
11963,159.125.0.0,825312,2.58182644976828e-05
4302,211.149.0.0,823964,2.577609496598706e-05
6700,197.90.0.0,823697,2.5767742395539906e-05
4594,151.59.0.0,823263,2.5754165558183856e-05
11617,108.108.0.0,823060,2.5747815102001187e-05
12865,78.189.0.0,822819,2.5740275890473984e-05
10457,114.90.0.0,822739,2.5737773247643373e-05
3696,188.139.0.0,821655,2.5703862437288635e-05
8100,113.7.0.0,821448,2.569738684896444e-05
11974,118.84.0.0,819568,2.5638574742445155e-05
5584,110.79.0.0,819528,2.563732342102985e-05
21285,134.31.0.0,818086,2.5592213284008142e-05
23898,100.175.0.0,817028,2.5559115832573355e-05
23990,216.60.0.0,816542,2.5543912277377412e-05
23995,107.185.0.0,816538,2.5543787145235883e-05
24103,204.151.0.0,816046,2.552839589182765e-05
22041,24.138.0.0,815970,2.5526018381138567e-05
10493,100.106.0.0,815832,2.5521701322255768e-05
920,166.26.0.0,815560,2.5513192336631706e-05
13618,195.96.0.0,815344,2.5506435200989063e-05
10567,201.104.0.0,814928,2.54934214582699e-05
2435,24.53.0.0,814880,2.5491919872571534e-05
17671,96.239.0.0,814200,2.5470647408511368e-05
19630,218.21.0.0,812224,2.5408832130595357e-05
3507,2.116.0.0,812153,2.540661103508319e-05
7073,155.49.0.0,811876,2.539794563428221e-05
20658,102.39.0.0,811724,2.5393190612904057e-05
4587,198.78.0.0,811275,2.537914453001727e-05
8364,172.121.0.0,810746,2.5362595804299877e-05
3268,100.193.0.0,810442,2.5353085761543567e-05
15322,43.140.0.0,808982,2.530741252988497e-05
15257,104.208.0.0,808054,2.527838187304992e-05
4596,210.48.0.0,807531,2.5262020845544823e-05
28231,76.237.0.0,807362,2.5256734012565166e-05
4731,113.19.0.0,807218,2.5252229255470068e-05
14413,117.8.0.0,806386,2.522620177003175e-05
277,150.74.0.0,806356,2.522526327897027e-05
19104,35.10.0.0,806100,2.5217254821912323e-05
4273,78.108.0.0,806071,2.5216347613886227e-05
8534,110.184.0.0,805941,2.5212280819286494e-05
18722,219.105.0.0,805794,2.520768221308525e-05
2662,34.81.0.0,804152,2.5156315468987024e-05
2820,54.237.0.0,803824,2.5146054633381528e-05
7104,89.71.0.0,803437,2.5133948098688464e-05
6591,81.119.0.0,802787,2.5113614125689777e-05
16327,204.251.0.0,802273,2.5097534645503122e-05
12609,161.23.0.0,802184,2.509475045535407e-05
487,217.51.0.0,801975,2.5088212300959108e-05
8432,117.244.0.0,801580,2.507585550198298e-05
11084,58.4.0.0,801384,2.5069724027047995e-05
11410,98.150.0.0,800896,2.5054457905781287e-05
19137,99.15.0.0,800872,2.50537071129321e-05
12631,205.63.0.0,800627,2.5046042769263365e-05
8200,78.169.0.0,800533,2.5043102163937402e-05
5274,87.221.0.0,800492,2.5041819559486715e-05
1289,195.146.0.0,799582,2.501335199728855e-05
7011,58.200.0.0,799490,2.501047395803335e-05
12439,2.241.0.0,799227,2.5002246519727726e-05
24557,100.4.0.0,799122,2.4998961801012555e-05
4578,126.57.0.0,798990,2.4994832440342052e-05
23371,50.130.0.0,798888,2.4991641570733028e-05
5862,172.5.0.0,798295,2.4973090730751145e-05
1866,113.77.0.0,798212,2.497049423881439e-05
1276,201.189.0.0,796575,2.491928390989308e-05
4047,178.244.0.0,795985,2.4900826919017346e-05
15188,166.192.0.0,795974,2.4900482805628138e-05
21993,127.169.0.0,795772,2.4894163632480852e-05
15451,87.47.0.0,794864,2.486575863635345e-05
14744,180.99.0.0,794862,2.4865696070282685e-05
842,197.175.0.0,794731,2.4861597992647568e-05
25172,107.203.0.0,794184,2.4844486172293285e-05
10361,109.254.0.0,794035,2.4839825000021278e-05
15811,46.162.0.0,793679,2.4828688239425073e-05
11684,104.128.0.0,793432,2.482096132968557e-05
17137,158.117.0.0,793130,2.481151385300003e-05
21088,108.233.0.0,792796,2.480106531918224e-05
15487,35.165.0.0,792398,2.4788614671099966e-05
17376,32.7.0.0,792219,2.478301500776648e-05
11306,219.154.0.0,792102,2.4779354892626714e-05
20612,109.20.0.0,791276,2.475351510540069e-05
266,201.39.0.0,790970,2.4743942496573618e-05
25901,62.172.0.0,790816,2.4739124909124698e-05
21517,16.194.0.0,790498,2.472917690387303e-05
27688,64.149.0.0,790402,2.4726173732476298e-05
27991,147.122.0.0,790238,2.4721043314673553e-05
2643,178.54.0.0,789828,2.470821727016669e-05
7055,84.102.0.0,789548,2.4699458020259562e-05
27051,106.176.0.0,788834,2.4677121932996385e-05
27220,107.174.0.0,788130,2.4655098676087033e-05
27232,116.132.0.0,788034,2.4652095504690304e-05
7918,198.52.0.0,787466,2.463432674059299e-05
7607,46.125.0.0,787104,2.462300228178449e-05
20832,109.216.0.0,786254,2.4596411701709284e-05
11366,178.241.0.0,786228,2.4595598342789334e-05
16150,196.95.0.0,785580,2.457532693586141e-05
15191,105.156.0.0,785512,2.4573199689455394e-05
28664,170.34.0.0,782058,2.44651480852439e-05
18121,102.1.0.0,781760,2.4455825740699886e-05
8571,103.223.0.0,781096,2.443505380520584e-05
3420,199.37.0.0,781094,2.4434991239135075e-05
8159,98.36.0.0,780685,2.4422196477663597e-05
9084,115.39.0.0,780160,2.4405772884087728e-05
21383,119.51.0.0,780016,2.440126812699264e-05
11700,106.202.0.0,779838,2.439569974669453e-05
17867,103.65.0.0,779518,2.43856891753721e-05
11494,24.167.0.0,779440,2.438324909861226e-05
24912,109.249.0.0,779318,2.4379432568295583e-05
10428,222.168.0.0,779304,2.437899460580023e-05
4540,207.77.0.0,778719,2.436069403010141e-05
13402,77.35.0.0,778212,2.434483353116243e-05
19223,62.164.0.0,777790,2.433163209023097e-05
12493,54.226.0.0,777726,2.4329629975966487e-05
7795,204.60.0.0,777594,2.432550061529598e-05
19680,211.140.0.0,776687,2.4297126902203963e-05
25961,105.67.0.0,776382,2.4287585576412273e-05
7986,100.192.0.0,775480,2.425936827849717e-05
912,61.47.0.0,774968,2.4243351364381283e-05
1079,33.133.0.0,774961,2.42431323831336e-05
107,24.150.0.0,774765,2.423700090819861e-05
770,66.152.0.0,774594,2.423165150914819e-05
12046,210.6.0.0,774255,2.422104656015349e-05
1247,144.89.0.0,774165,2.4218231086969053e-05
17827,121.49.0.0,774074,2.4215384330749237e-05
1386,187.239.0.0,773627,2.4201400813933216e-05
15425,111.71.0.0,772332,2.4160889283112754e-05
21890,112.222.0.0,772326,2.4160701584900455e-05
21898,93.56.0.0,771583,2.413745828961119e-05
768,88.122.0.0,771529,2.4135769005700524e-05
17595,100.138.0.0,769504,2.4072420859050767e-05
26380,5.114.0.0,769478,2.4071607500130818e-05
12426,107.156.0.0,769440,2.4070418744786277e-05
14445,115.182.0.0,768474,2.4040199332606692e-05
3471,182.233.0.0,768198,2.403156521484109e-05
12060,118.212.0.0,767814,2.4019552529254173e-05
3788,189.17.0.0,767577,2.40121384498685e-05
4333,95.111.0.0,767510,2.4010042486497866e-05
1461,201.124.0.0,764680,2.3921511496365113e-05
5163,198.247.0.0,764333,2.391065628308735e-05
3552,118.73.0.0,763208,2.3875462868281926e-05
24356,199.40.0.0,762496,2.3853189347089515e-05
29742,124.245.0.0,762126,2.3841614623997955e-05
19910,218.145.0.0,762073,2.383995662312268e-05
25306,195.57.0.0,761537,2.382318891615761e-05
19604,102.3.0.0,761178,2.3811958306455253e-05
26107,113.45.0.0,760925,2.3804043698503455e-05
8868,144.24.0.0,759071,2.3746044950904116e-05
22424,104.72.0.0,757497,2.3696805453211907e-05
12224,72.107.0.0,757048,2.3682759370325123e-05
21288,108.64.0.0,756752,2.3673499591851875e-05
7006,35.240.0.0,756144,2.365447950633925e-05
20443,77.91.0.0,754332,2.3597794646225986e-05
12089,216.105.0.0,754216,2.3594165814121603e-05
10251,209.188.0.0,752512,2.3540859521829658e-05
368,104.192.0.0,751543,2.351054626054392e-05
5934,88.114.0.0,751472,2.3508325165031757e-05
8816,117.178.0.0,749940,2.3460399554825615e-05
21000,198.187.0.0,749784,2.345551940130593e-05
29139,75.93.0.0,749650,2.345132747456466e-05
10742,207.38.0.0,749608,2.3450013587078593e-05
16543,109.155.0.0,749597,2.3449669473689385e-05
20343,112.255.0.0,747903,2.3396676011751264e-05
17515,77.47.0.0,747621,2.338785419577337e-05
6907,61.10.0.0,746795,2.3362014408547344e-05
3837,59.114.0.0,746445,2.3351065346163434e-05
4788,218.231.0.0,746227,2.3344245644450028e-05
11496,130.252.0.0,746226,2.3344214361414645e-05
690,33.175.0.0,745932,2.3335017149012163e-05
2448,83.75.0.0,745907,2.3334235073127597e-05
9880,135.3.0.0,745898,2.3333953525809155e-05
5118,234.101.0.0,745685,2.332729023927266e-05
17648,193.159.0.0,744876,2.3301982263648138e-05
18396,105.179.0.0,744212,2.3281210328154093e-05
6335,193.96.0.0,744176,2.3280084138880322e-05
11881,202.174.0.0,743967,2.3273545984485357e-05
17773,118.3.0.0,743750,2.3266757565807334e-05
14020,108.57.0.0,743594,2.3261877412287648e-05
22319,94.83.0.0,743419,2.325640288109569e-05
1440,208.237.0.0,742790,2.3236725851840038e-05
4925,36.150.0.0,742660,2.32326590572403e-05
18460,165.188.0.0,742656,2.3232533925098772e-05
8219,100.52.0.0,742097,2.3215046708319897e-05
3542,154.16.0.0,741773,2.3204911004855937e-05
12486,218.154.0.0,739848,2.3144691161744435e-05
18983,113.30.0.0,739678,2.3139373045729395e-05
13047,100.189.0.0,739650,2.3138497120738682e-05
12287,46.223.0.0,739342,2.312886194584084e-05
24143,145.1.0.0,739042,2.3119477035226062e-05
18168,198.21.0.0,738486,2.3102083667553337e-05
3968,72.119.0.0,738066,2.3088944792692645e-05
8127,68.43.0.0,738039,2.3088100150737316e-05
24951,36.157.0.0,737676,2.307674440889343e-05
19108,183.231.0.0,736666,2.3045148543157006e-05
3703,135.126.0.0,736568,2.3042082805689515e-05
20311,96.250.0.0,736452,2.3038453973585132e-05
17946,86.0.0.0,736052,2.3025940759432094e-05
22244,98.159.0.0,735786,2.301761947202032e-05
10128,149.181.0.0,735665,2.301383422473903e-05
25001,132.13.0.0,735148,2.2997660895446226e-05
2623,84.114.0.0,734946,2.299134172229894e-05
9095,193.171.0.0,734726,2.298445945451477e-05
5371,42.229.0.0,734558,2.2979203904570493e-05
23999,64.231.0.0,734276,2.29703820885926e-05
2784,219.39.0.0,733524,2.2946857245984884e-05
9476,69.103.0.0,733252,2.293834826036082e-05
14244,62.53.0.0,733117,2.2934125050584167e-05
9531,197.83.0.0,732934,2.292840025510915e-05
19203,113.0.0.0,732713,2.2921486704289595e-05
4160,191.124.0.0,732083,2.2901778391998562e-05
11601,166.93.0.0,731910,2.2896366426877372e-05
14687,104.214.0.0,731612,2.2887044082333357e-05
4376,96.17.0.0,730606,2.2855573348738465e-05
11885,105.158.0.0,730581,2.28547912728539e-05
12650,102.15.0.0,729934,2.2834551148961358e-05
3926,212.84.0.0,729264,2.2813591515255017e-05
2795,102.26.0.0,728491,2.278940972890427e-05
20461,160.108.0.0,728046,2.2775488778159014e-05
2872,94.148.0.0,726956,2.274139026959198e-05
10314,109.22.0.0,726888,2.2739263023185965e-05
28808,219.188.0.0,725680,2.2701473116443783e-05
15252,35.126.0.0,724718,2.2671378836405727e-05
10030,212.188.0.0,724648,2.2669189023928945e-05
8547,90.84.0.0,724642,2.266900132571665e-05
13627,88.171.0.0,724557,2.266634226770913e-05
11954,150.125.0.0,723852,2.2644287727764397e-05
940,56.73.0.0,723788,2.264228561349991e-05
29374,65.60.0.0,723482,2.2632713004672837e-05
2470,165.126.0.0,723127,2.2621607527112014e-05
19690,110.158.0.0,723112,2.2621138281581273e-05
21725,96.187.0.0,723000,2.2617634581618424e-05
3783,46.206.0.0,722511,2.2602337177316332e-05
600,199.174.0.0,721750,2.2578530787390175e-05
2047,125.128.0.0,721028,2.255594443584394e-05
20272,195.3.0.0,720915,2.2552409452845707e-05
22049,110.73.0.0,718490,2.2476548092042905e-05
16031,1.193.0.0,718486,2.2476422959901376e-05
27417,124.63.0.0,718316,2.247110484388633e-05
9132,177.111.0.0,718256,2.2469227861763378e-05
9270,73.5.0.0,718195,2.2467319596605037e-05
24367,113.192.0.0,717622,2.244939441733081e-05
18136,2.118.0.0,717473,2.2444733245058804e-05
25273,151.192.0.0,716858,2.2425494178298505e-05
9742,99.123.0.0,715825,2.2393178802748283e-05
14736,190.165.0.0,714727,2.235883002989819e-05
5970,54.224.0.0,714163,2.2341186397942405e-05
2450,54.82.0.0,713680,2.232607669185261e-05
21282,170.29.0.0,713550,2.2322009897252872e-05
15768,199.123.0.0,713092,2.2307682267047642e-05
14844,219.64.0.0,712920,2.2302301584961832e-05
9197,107.216.0.0,712882,2.2301112829617294e-05
19176,108.241.0.0,712742,2.2296733204663733e-05
12367,35.195.0.0,712172,2.227890187449565e-05
16407,24.157.0.0,711766,2.2266200962130315e-05
382,119.78.0.0,710657,2.2231508075891015e-05
8731,112.97.0.0,710496,2.2226471507194417e-05
11051,213.215.0.0,710460,2.2225345317920642e-05
23053,123.238.0.0,710042,2.2212269009130716e-05
8824,102.31.0.0,709742,2.2202884098515936e-05
17754,120.246.0.0,709576,2.2197691114642424e-05
17679,85.56.0.0,709446,2.2193624320042688e-05
10706,140.245.0.0,709422,2.2192873527193505e-05
274,203.206.0.0,708737,2.2171444647956426e-05
24150,111.204.0.0,708700,2.217028717564727e-05
3878,212.208.0.0,707266,2.2125427302908625e-05
23169,108.89.0.0,707100,2.212023431903511e-05
27801,153.158.0.0,706956,2.211572956194002e-05
14512,101.30.0.0,706909,2.2114259259277036e-05
744,133.77.0.0,706861,2.2112757673578674e-05
23212,193.91.0.0,706752,2.2109347822721967e-05
24696,190.34.0.0,706708,2.2107971369165134e-05
10987,99.47.0.0,706548,2.210296608350392e-05
25056,163.92.0.0,705376,2.2066302366035515e-05
26571,219.57.0.0,704608,2.204227699486168e-05
6970,79.237.0.0,704552,2.2040525144880254e-05
24518,158.45.0.0,704279,2.2031984876220803e-05
7777,220.203.0.0,704065,2.202529030664893e-05
24207,162.190.0.0,703930,2.2021067096872276e-05
9631,190.112.0.0,702964,2.1990847684692688e-05
4778,99.16.0.0,702794,2.1985529568677644e-05
3975,198.206.0.0,702414,2.197364201523226e-05
22305,73.25.0.0,702346,2.1971514768826242e-05
15484,166.28.0.0,702284,2.196957522063252e-05
637,126.160.0.0,702036,2.1961817027857637e-05
20119,177.106.0.0,701768,2.19534331743751e-05
19004,164.104.0.0,701243,2.1937009580799238e-05
3919,113.113.0.0,700758,2.1921837308638676e-05
20423,137.28.0.0,700064,2.1900126882083152e-05
11019,75.129.0.0,699932,2.189599752141265e-05
14188,166.48.0.0,699811,2.1892212274131354e-05
971,61.159.0.0,699438,2.1880543701933648e-05
8417,106.62.0.0,698938,2.1864902184242348e-05
19469,205.91.0.0,698816,2.186108565392567e-05
2867,210.141.0.0,698541,2.185248281919546e-05
16976,105.252.0.0,698494,2.1851012516532473e-05
22871,40.252.0.0,698190,2.1841502473776166e-05
13884,102.6.0.0,698172,2.1840939379139275e-05
12025,169.39.0.0,698058,2.1837373113105663e-05
18586,132.84.0.0,697502,2.1819979745432938e-05
3147,8.0.0.0,697249,2.181206513748114e-05
5628,77.243.0.0,697235,2.1811627174985782e-05
19606,208.184.0.0,697050,2.180583981344e-05
21986,138.111.0.0,696894,2.1800959659920318e-05
12740,35.176.0.0,696888,2.1800771961708022e-05
3357,110.190.0.0,696151,2.1777716364631045e-05
2933,54.95.0.0,696126,2.1776934288746482e-05
11950,35.177.0.0,695714,2.1764045678168852e-05
8045,54.244.0.0,695193,2.174774721673452e-05
4258,123.185.0.0,695063,2.1743680422134782e-05
22370,102.32.0.0,693464,2.1693658848558007e-05
5333,197.209.0.0,692490,2.1663189172095356e-05
8374,212.11.0.0,692112,2.1651364184720734e-05
5823,201.183.0.0,691365,2.1627995757289932e-05
14437,62.15.0.0,690977,2.1615857939561485e-05
11013,113.191.0.0,690866,2.1612385522634015e-05
4025,79.225.0.0,690640,2.1605315556637546e-05
7894,212.244.0.0,690168,2.1590549963936962e-05
13900,133.135.0.0,689180,2.1559642324978957e-05
393,46.73.0.0,688470,2.1537431369857312e-05
292,109.156.0.0,688222,2.1529673177082427e-05
21050,120.174.0.0,687284,2.150032968989355e-05
5739,134.204.0.0,687211,2.149804602831062e-05
11421,129.230.0.0,686718,2.1482623491866997e-05
3637,95.213.0.0,686632,2.1479933150824094e-05
10052,122.217.0.0,686314,2.146998514557243e-05
20450,107.104.0.0,686050,2.1461726424231423e-05
27822,118.232.0.0,685666,2.1449713738644505e-05
3850,54.156.0.0,685549,2.1446053623504743e-05
321,112.19.0.0,684081,2.1400130127563088e-05
1175,112.103.0.0,683516,2.1382455212571918e-05
11655,100.56.0.0,683166,2.137150615018801e-05
588,115.9.0.0,682669,2.1355958481602858e-05
15500,134.94.0.0,682570,2.1352861461099983e-05
29630,73.114.0.0,682568,2.1352798895029217e-05
22227,104.89.0.0,681510,2.131970144359443e-05
13531,5.20.0.0,681316,2.1313632534730205e-05
12537,213.213.0.0,681086,2.1306437436592207e-05
14884,212.220.0.0,680698,2.129429961886376e-05
453,43.242.0.0,680405,2.1285133689496658e-05
17069,121.245.0.0,680322,2.12825371975599e-05
8277,35.58.0.0,679460,2.12555712210601e-05
11299,63.107.0.0,679251,2.1249033066665138e-05
3987,199.224.0.0,678710,2.1232108944523154e-05
14151,139.146.0.0,678690,2.12314832838155e-05
29764,85.157.0.0,678656,2.1230419660612493e-05
3999,107.135.0.0,678382,2.122184810891766e-05
8825,208.173.0.0,677926,2.1207583044783195e-05
4631,105.39.0.0,677624,2.119813556809765e-05
19219,107.205.0.0,676382,2.1159282038152465e-05
13697,103.189.0.0,675953,2.114586161597333e-05
3156,204.23.0.0,675879,2.1143546671355018e-05
755,218.146.0.0,675535,2.1132785307183404e-05
16371,111.111.0.0,673024,2.10542336053377e-05
5932,193.130.0.0,672838,2.1048414960756538e-05
575,61.111.0.0,672826,2.1048039564331946e-05
9896,52.45.0.0,672580,2.1040343937627827e-05
26733,118.67.0.0,672362,2.103352423591442e-05
26464,124.36.0.0,672254,2.10301456680931e-05
2866,163.80.0.0,671063,2.0992887572952426e-05
6091,112.110.0.0,670966,2.0989853118520315e-05
10032,103.114.0.0,670874,2.0986975079265112e-05
26920,50.129.0.0,670802,2.098472270071757e-05
23043,77.45.0.0,670706,2.0981719529320838e-05
939,33.106.0.0,670227,2.0966734955372574e-05
5495,176.214.0.0,670132,2.0963763067011226e-05
24307,125.144.0.0,669574,2.0946307133267738e-05
5078,184.238.0.0,669524,2.0944742981498605e-05
4424,93.247.0.0,669504,2.0944117320790955e-05
365,201.110.0.0,669458,2.0942678301163356e-05
20820,175.64.0.0,669314,2.093817354406826e-05
9171,209.56.0.0,667966,2.089600401237252e-05
6824,203.142.0.0,667906,2.0894127030249563e-05
26690,22.198.0.0,666952,2.0864283014494563e-05
25747,22.237.0.0,666870,2.0861717805593192e-05
22685,199.47.0.0,666792,2.0859277728833347e-05
14645,102.25.0.0,666518,2.0850706177138516e-05
18866,172.74.0.0,666258,2.0842572587939043e-05
9492,14.2.0.0,665966,2.0833437941607324e-05
6329,113.22.0.0,665791,2.0827963410415368e-05
18152,166.202.0.0,665680,2.08244909934879e-05
10012,222.163.0.0,664975,2.080243645354317e-05
3377,106.152.0.0,664482,2.0787013917099548e-05
19335,5.119.0.0,663850,2.0767243038737745e-05
16598,65.52.0.0,663544,2.075767042991067e-05
11439,213.252.0.0,662957,2.0739307288141085e-05
857,226.205.0.0,662130,2.0713436217879675e-05
24582,195.131.0.0,662088,2.071212233039361e-05
240,245.251.0.0,661383,2.0690067790448876e-05
606,187.169.0.0,660892,2.067470782007602e-05
2577,174.100.0.0,660687,2.0668294797822586e-05
19580,125.153.0.0,660638,2.066676192908884e-05
3847,123.108.0.0,660596,2.066544804160277e-05
12263,121.193.0.0,660465,2.066134996396765e-05
12338,219.200.0.0,660368,2.065831550953554e-05
6682,54.76.0.0,659848,2.0642048331136588e-05
14796,77.33.0.0,658756,2.060788725649879e-05
7628,35.56.0.0,658568,2.060200604584686e-05
16036,77.39.0.0,658399,2.0596719212867204e-05
12548,189.50.0.0,658354,2.0595311476274987e-05
20733,24.163.0.0,657048,2.0554455832065314e-05
17349,107.214.0.0,656791,2.0546416091971987e-05
19254,207.61.0.0,656766,2.054563401608742e-05
20362,97.185.0.0,655623,2.0509877506645112e-05
29180,126.126.0.0,655456,2.0504653239736218e-05
8872,103.253.0.0,655426,2.050371474867474e-05
4564,108.145.0.0,655344,2.0501149539773365e-05
11516,106.215.0.0,654987,2.048998149614178e-05
14598,109.44.0.0,654894,2.0487072173851197e-05
24024,31.103.0.0,654796,2.0484006436383702e-05
19628,175.15.0.0,652925,2.0425475877182863e-05
16272,76.228.0.0,652664,2.0417311004948003e-05
24037,192.67.0.0,650904,2.0362252862674632e-05
23386,66.255.0.0,650854,2.03606887109055e-05
1375,201.120.0.0,649703,2.032468193718013e-05
7451,5.167.0.0,649604,2.032158491667725e-05
8329,133.65.0.0,649025,2.0303472039190727e-05
14446,138.250.0.0,648776,2.029568256338046e-05
12570,133.52.0.0,648764,2.029530716695587e-05
775,208.197.0.0,648132,2.027553628859407e-05
7002,91.131.0.0,647524,2.025651620308145e-05
7669,65.130.0.0,647388,2.0252261710269414e-05
28037,122.209.0.0,647342,2.0250822690641818e-05
8169,87.96.0.0,647160,2.0245129178202183e-05
19822,100.182.0.0,646884,2.023649506043659e-05
4654,62.183.0.0,646436,2.0222480260585184e-05
22172,100.133.0.0,646108,2.021221942497969e-05
15546,36.192.0.0,645574,2.0195514284085382e-05
27498,184.47.0.0,645572,2.019545171801462e-05
5431,116.49.0.0,645495,2.0193042924290158e-05
22884,100.3.0.0,645174,2.0183001069932344e-05
