,sender prefixes,nb of bytes,% of traffic (bytes)
2280,109.136.0.0,68370,2.138821129108232e-06
18887,220.148.0.0,68322,2.137319543409867e-06
21919,98.29.0.0,68298,2.136568750560685e-06
23904,167.59.0.0,68274,2.1358179577115024e-06
15019,91.88.0.0,68226,2.1343163720131376e-06
17214,125.254.0.0,68215,2.133972258623929e-06
10738,94.75.0.0,68192,2.1332527488101295e-06
19136,115.60.0.0,68174,2.1326896541732427e-06
11918,210.153.0.0,68170,2.132564522031712e-06
8477,222.12.0.0,68134,2.1314383327579384e-06
256,190.51.0.0,68122,2.1310629363333473e-06
7591,148.171.0.0,68102,2.1304372756256954e-06
26275,108.77.0.0,68088,2.129999313130339e-06
27027,178.140.0.0,68082,2.1298116149180434e-06
30210,167.94.0.0,68074,2.1295613506349826e-06
14086,129.94.0.0,68068,2.1293736524226873e-06
18841,181.113.0.0,68064,2.1292485202811566e-06
22489,106.225.0.0,68050,2.1288105577858004e-06
19721,33.186.0.0,68042,2.1285602935027396e-06
20064,105.127.0.0,68040,2.1284977274319745e-06
12315,34.79.0.0,68035,2.1283413122550615e-06
29131,166.1.0.0,68032,2.1282474631489136e-06
25569,217.39.0.0,68025,2.1280284819012355e-06
15184,130.246.0.0,68014,2.1276843685120268e-06
26338,85.8.0.0,67954,2.125807386389071e-06
18852,162.82.0.0,67945,2.1255258390706273e-06
9291,114.114.0.0,67893,2.1238991212307324e-06
11949,130.191.0.0,67888,2.1237427060538194e-06
21366,219.224.0.0,67872,2.123242177487698e-06
19313,61.96.0.0,67836,2.1221159882139245e-06
15339,104.101.0.0,67832,2.1219908560723943e-06
20749,221.82.0.0,67828,2.1218657239308636e-06
13460,130.151.0.0,67814,2.121427761435507e-06
9527,14.35.0.0,67808,2.1212400632232117e-06
627,151.21.0.0,67803,2.1210836480462987e-06
20005,88.155.0.0,67782,2.120426704303264e-06
27426,147.214.0.0,67742,2.11917538288796e-06
16099,124.115.0.0,67740,2.119112816817195e-06
2273,187.211.0.0,67732,2.118862552534134e-06
12092,134.36.0.0,67711,2.1182056087911e-06
25907,139.104.0.0,67708,2.1181117596849516e-06
1480,42.19.0.0,67682,2.1172984007650043e-06
14263,181.64.0.0,67676,2.1171107025527086e-06
26932,213.6.0.0,67652,2.116359909703526e-06
22158,136.173.0.0,67610,2.1150460222174574e-06
604,47.85.0.0,67593,2.114514210615953e-06
10231,213.148.0.0,67579,2.1140762481205968e-06
20904,46.245.0.0,67578,2.114044965085214e-06
26307,90.173.0.0,67542,2.1129187758114408e-06
7551,50.234.0.0,67540,2.1128562097406752e-06
15441,166.244.0.0,67520,2.1122305490330233e-06
23433,113.69.0.0,67520,2.1122305490330233e-06
17078,188.36.0.0,67518,2.112167982962258e-06
11570,16.208.0.0,67510,2.1119177186791973e-06
13985,50.173.0.0,67498,2.1115423222546063e-06
1934,83.95.0.0,67466,2.1105412651223633e-06
1831,196.162.0.0,67464,2.1104786990515977e-06
4908,112.178.0.0,67424,2.109227377636294e-06
22834,170.9.0.0,67354,2.107037565159512e-06
12567,199.204.0.0,67332,2.106349338381095e-06
14763,174.68.0.0,67319,2.105942658921121e-06
19960,104.250.0.0,67310,2.1056611116026776e-06
13634,35.241.0.0,67290,2.1050354508950256e-06
23858,222.56.0.0,67282,2.104785186611965e-06
23499,40.221.0.0,67262,2.104159525904313e-06
14850,32.60.0.0,67244,2.1035964312674264e-06
20664,165.174.0.0,67231,2.1031897518074526e-06
7879,32.10.0.0,67210,2.102532808064418e-06
8546,85.66.0.0,67194,2.102032279498296e-06
24002,212.165.0.0,67179,2.1015630339675572e-06
26950,168.180.0.0,67170,2.101281486649114e-06
6857,72.125.0.0,67137,2.1002491464814883e-06
15401,172.228.0.0,67114,2.0995296366676884e-06
19274,78.175.0.0,67108,2.099341938455393e-06
20300,172.81.0.0,67093,2.098872692924654e-06
23834,32.178.0.0,67068,2.0980906170400893e-06
19277,139.250.0.0,67022,2.0966515974124896e-06
18769,134.15.0.0,67022,2.0966515974124896e-06
6044,58.241.0.0,66966,2.094899747431064e-06
5517,126.255.0.0,66948,2.0943366527941772e-06
22897,177.136.0.0,66914,2.093273029591169e-06
8880,87.136.0.0,66909,2.0931166144142557e-06
8179,167.187.0.0,66900,2.0928350670958125e-06
3992,97.203.0.0,66891,2.0925535197773693e-06
16607,223.115.0.0,66864,2.0917088778220393e-06
22557,105.103.0.0,66862,2.0916463117512737e-06
14251,134.7.0.0,66808,2.0899570278406137e-06
19423,14.215.0.0,66805,2.089863178734466e-06
27755,33.164.0.0,66796,2.089581631416022e-06
2037,217.208.0.0,66784,2.089206234991431e-06
11645,211.231.0.0,66779,2.089049819814518e-06
28298,154.17.0.0,66776,2.0889559707083702e-06
21871,96.62.0.0,66744,2.0879549135761272e-06
14673,174.239.0.0,66744,2.0879549135761272e-06
6027,173.211.0.0,66730,2.087516951080771e-06
13411,144.125.0.0,66730,2.087516951080771e-06
4440,94.117.0.0,66720,2.0872041207269447e-06
19173,184.191.0.0,66706,2.0867661582315885e-06
28847,159.14.0.0,66704,2.0867035921608234e-06
22284,98.194.0.0,66700,2.0865784600192927e-06
18947,112.194.0.0,66690,2.086265629665467e-06
982,63.52.0.0,66690,2.086265629665467e-06
20178,110.157.0.0,66660,2.085327138603989e-06
26263,82.168.0.0,66635,2.084545062719424e-06
22368,202.96.0.0,66609,2.0837317037994767e-06
13437,170.91.0.0,66600,2.083450156481033e-06
6459,208.247.0.0,66588,2.083074760056442e-06
5607,196.49.0.0,66538,2.081510608287312e-06
25439,196.157.0.0,66514,2.08075981543813e-06
26785,72.49.0.0,66492,2.0800715886597125e-06
14990,217.183.0.0,66489,2.0799777395535646e-06
30524,133.131.0.0,66482,2.0797587583058866e-06
5268,100.197.0.0,66474,2.0795084940228257e-06
19236,212.144.0.0,66418,2.0777566440414e-06
28490,210.99.0.0,66402,2.077256115475279e-06
19919,211.35.0.0,66368,2.0761924922722703e-06
11335,153.50.0.0,66310,2.0743780762200796e-06
13176,93.78.0.0,66294,2.073877547653958e-06
9505,14.154.0.0,66288,2.0736898494416625e-06
4204,182.99.0.0,66264,2.0729390565924804e-06
18091,72.142.0.0,66258,2.0727513583801846e-06
20622,48.217.0.0,66244,2.0723133958848284e-06
14044,112.126.0.0,66234,2.072000565531002e-06
28713,127.54.0.0,66228,2.0718128673187067e-06
20640,201.139.0.0,66220,2.071562603035646e-06
18580,117.152.0.0,66199,2.070905659292611e-06
13111,217.254.0.0,66172,2.070061017337281e-06
11574,63.178.0.0,66162,2.069748186983455e-06
10395,174.225.0.0,66132,2.0688096959219773e-06
12136,79.12.0.0,66116,2.068309167355856e-06
1516,119.2.0.0,66102,2.0678712048604994e-06
11280,33.173.0.0,66098,2.0677460727189687e-06
22608,112.249.0.0,66083,2.0672768271882298e-06
9641,92.254.0.0,66040,2.0659316566667785e-06
15763,170.194.0.0,66040,2.0659316566667785e-06
18745,173.234.0.0,66034,2.0657439584544827e-06
9940,60.80.0.0,66034,2.0657439584544827e-06
20069,171.89.0.0,66024,2.0654311281006567e-06
9459,198.40.0.0,66010,2.0649931656053e-06
24995,171.148.0.0,65950,2.0631161834823443e-06
8149,165.106.0.0,65918,2.0621151263501013e-06
24372,174.91.0.0,65914,2.0619899942085707e-06
20942,99.170.0.0,65894,2.0613643335009187e-06
18870,90.17.0.0,65888,2.061176635288623e-06
17124,120.206.0.0,65878,2.0608638049347974e-06
6854,166.219.0.0,65871,2.0606448236871194e-06
21297,94.239.0.0,65852,2.0600504460148498e-06
3612,40.160.0.0,65848,2.059925313873319e-06
18694,129.36.0.0,65818,2.0589868228118416e-06
214,179.223.0.0,65794,2.058236029962659e-06
12943,77.212.0.0,65794,2.058236029962659e-06
13843,88.66.0.0,65788,2.0580483317503633e-06
22020,112.251.0.0,65787,2.058017048714981e-06
20637,170.33.0.0,65764,2.057297538901181e-06
10949,90.117.0.0,65752,2.0569221424765897e-06
1295,61.41.0.0,65745,2.0567031612289116e-06
25256,202.106.0.0,65738,2.0564841799812335e-06
14650,106.39.0.0,65722,2.055983651415112e-06
18761,210.100.0.0,65679,2.05463848089366e-06
18888,156.86.0.0,65676,2.0545446317875126e-06
19216,145.42.0.0,65670,2.054356933575217e-06
17976,183.215.0.0,65660,2.054044103221391e-06
6408,189.98.0.0,65658,2.0539815371506257e-06
13948,133.64.0.0,65650,2.053731272867565e-06
13485,61.106.0.0,65646,2.0536061407260347e-06
17070,151.143.0.0,65610,2.052479951452261e-06
26261,192.144.0.0,65604,2.0522922532399653e-06
21674,78.8.0.0,65601,2.052198404133818e-06
8176,2.95.0.0,65596,2.0520419889569044e-06
17845,130.185.0.0,65564,2.0510409318246614e-06
6985,170.226.0.0,65558,2.050853233612366e-06
9884,174.166.0.0,65534,2.0501024407631835e-06
29055,64.68.0.0,65530,2.0499773086216533e-06
366,60.9.0.0,65525,2.0498208934447403e-06
16579,178.60.0.0,65511,2.0493829309493837e-06
2256,166.182.0.0,65508,2.049289081843236e-06
7135,113.232.0.0,65428,2.046786439012628e-06
5782,35.226.0.0,65428,2.046786439012628e-06
13487,72.66.0.0,65420,2.046536174729567e-06
10000,82.78.0.0,65416,2.046411042588037e-06
3123,191.55.0.0,65402,2.0459730800926804e-06
15639,101.137.0.0,65402,2.0459730800926804e-06
20463,97.159.0.0,65387,2.0455038345619414e-06
24383,97.77.0.0,65357,2.044565343500464e-06
708,159.7.0.0,65349,2.044315079217403e-06
8933,139.48.0.0,65332,2.0437832676158986e-06
5354,162.207.0.0,65304,2.0429073426251862e-06
28803,24.219.0.0,65292,2.0425319462005947e-06
16696,87.27.0.0,65282,2.0422191158467688e-06
22351,32.180.0.0,65268,2.0417811533514126e-06
910,46.229.0.0,65266,2.041718587280647e-06
1334,65.48.0.0,65230,2.040592398006874e-06
14155,91.148.0.0,65228,2.0405298319361087e-06
4442,217.252.0.0,65222,2.040342133723813e-06
13255,92.103.0.0,65214,2.040091869440752e-06
9295,163.14.0.0,65204,2.039779039086926e-06
9647,173.215.0.0,65202,2.039716473016161e-06
18978,186.52.0.0,65116,2.0370261319732575e-06
19912,132.128.0.0,65106,2.0367133016194316e-06
5551,130.255.0.0,65086,2.0360876409117796e-06
21169,164.155.0.0,65072,2.0356496784164235e-06
3130,84.147.0.0,65053,2.035055300744154e-06
16885,213.201.0.0,65033,2.034429640036502e-06
19808,95.238.0.0,65008,2.033647564151937e-06
512,145.96.0.0,65002,2.0334598659396413e-06
24512,77.182.0.0,64960,2.0321459784535723e-06
19243,107.255.0.0,64946,2.031708015958216e-06
16893,176.35.0.0,64909,2.0305505436490597e-06
19414,59.20.0.0,64900,2.030268996330616e-06
23350,108.166.0.0,64876,2.029518203481434e-06
1674,57.8.0.0,64874,2.029455637410669e-06
28329,109.86.0.0,64854,2.028829976703017e-06
2766,198.0.0.0,64842,2.028454580278426e-06
17816,88.167.0.0,64834,2.028204315995365e-06
19437,174.57.0.0,64830,2.0280791838538347e-06
16422,63.189.0.0,64690,2.0236995589002707e-06
7039,131.204.0.0,64676,2.023261596404914e-06
24293,143.32.0.0,64674,2.0231990303341495e-06
4993,34.108.0.0,64644,2.022260539272671e-06
24541,61.53.0.0,64640,2.022135407131141e-06
19328,108.73.0.0,64634,2.021947708918845e-06
25706,172.71.0.0,64628,2.02176001070655e-06
21863,170.107.0.0,64604,2.0210092178573673e-06
6086,217.156.0.0,64598,2.020821519645072e-06
17603,73.35.0.0,64589,2.0205399723266283e-06
16987,221.181.0.0,64585,2.020414840185098e-06
15786,14.99.0.0,64554,2.0194450660882374e-06
27129,211.24.0.0,64548,2.0192573678759417e-06
10561,139.113.0.0,64548,2.0192573678759417e-06
17934,101.23.0.0,64546,2.0191948018051766e-06
3375,110.119.0.0,64546,2.0191948018051766e-06
4269,171.211.0.0,64546,2.0191948018051766e-06
21192,96.110.0.0,64502,2.017818348248342e-06
4278,59.45.0.0,64494,2.0175680839652816e-06
28168,164.125.0.0,64468,2.016754725045334e-06
15141,163.1.0.0,64463,2.016598309868421e-06
3941,120.78.0.0,64418,2.015190573276204e-06
26761,112.15.0.0,64400,2.0146274786393173e-06
19421,79.15.0.0,64373,2.0137828366839872e-06
24508,124.210.0.0,64352,2.0131258929409525e-06
20790,113.186.0.0,64348,2.0130007607994223e-06
2645,137.164.0.0,64336,2.0126253643748313e-06
3829,133.14.0.0,64334,2.0125627983040657e-06
8646,211.220.0.0,64322,2.0121874018794746e-06
19988,77.132.0.0,64316,2.0119997036671793e-06
11182,222.179.0.0,64314,2.0119371375964138e-06
19012,2.74.0.0,64298,2.011436609030292e-06
8773,99.75.0.0,64296,2.0113740429595274e-06
1561,113.85.0.0,64294,2.011311476888762e-06
26108,46.208.0.0,64276,2.0107483822518754e-06
10523,61.9.0.0,64252,2.009997589402693e-06
20405,200.55.0.0,64248,2.0098724572611627e-06
24099,213.106.0.0,64216,2.0088714001289192e-06
27437,106.186.0.0,64192,2.008120607279737e-06
21709,108.200.0.0,64154,2.0069318519351983e-06
3088,107.115.0.0,64146,2.0066815876521374e-06
20336,8.20.0.0,64130,2.0061810590860157e-06
26549,170.30.0.0,64106,2.0054302662368336e-06
21056,61.42.0.0,64063,2.004085095715382e-06
21935,59.101.0.0,64016,2.0026147930523994e-06
332,141.70.0.0,63974,2.0013009055663305e-06
19900,161.111.0.0,63962,2.0009255091417394e-06
29360,191.42.0.0,63946,2.0004249805756177e-06
25704,113.11.0.0,63914,1.9994239234433747e-06
6047,88.238.0.0,63900,1.998985960948018e-06
5606,69.92.0.0,63891,1.998704413629575e-06
15008,120.75.0.0,63874,1.998172602028071e-06
8588,171.62.0.0,63862,1.9977972056034797e-06
17779,2.31.0.0,63857,1.9976407904265667e-06
25616,107.101.0.0,63846,1.997296677037358e-06
20644,115.62.0.0,63799,1.9958263743743756e-06
22656,2.178.0.0,63798,1.9957950913389933e-06
20568,163.182.0.0,63796,1.995732525268228e-06
25009,109.68.0.0,63789,1.99551354402055e-06
25639,124.52.0.0,63738,1.9939181092160375e-06
11480,107.210.0.0,63716,1.99322988243762e-06
9102,77.156.0.0,63702,1.992791919942264e-06
22261,115.33.0.0,63698,1.9926667878007336e-06
14764,95.186.0.0,63672,1.991853428880786e-06
16263,82.155.0.0,63664,1.991603164597725e-06
9028,133.71.0.0,63662,1.99154059852696e-06
4479,139.33.0.0,63653,1.9912590512085168e-06
16287,216.253.0.0,63644,1.990977503890073e-06
12427,200.69.0.0,63624,1.990351843182421e-06
18480,90.242.0.0,63624,1.990351843182421e-06
21994,91.123.0.0,63624,1.990351843182421e-06
3358,109.54.0.0,63592,1.989350786050178e-06
26845,95.94.0.0,63580,1.988975389625587e-06
19818,100.36.0.0,63560,1.988349728917935e-06
13791,212.133.0.0,63550,1.9880368985641088e-06
17930,34.84.0.0,63547,1.987943049457961e-06
12437,89.159.0.0,63540,1.987724068210283e-06
25713,98.94.0.0,63538,1.9876615021395177e-06
13155,84.42.0.0,63523,1.9871922566087788e-06
11292,22.187.0.0,63501,1.9865040298303617e-06
18147,194.124.0.0,63490,1.986159916441153e-06
21845,98.63.0.0,63480,1.985847086087327e-06
9683,95.90.0.0,63462,1.98528399145044e-06
5887,217.224.0.0,63461,1.985252708415058e-06
14750,219.28.0.0,63456,1.985096293238145e-06
16377,211.38.0.0,63449,1.9848773119904668e-06
28127,195.187.0.0,63446,1.9847834628843185e-06
10166,197.250.0.0,63446,1.9847834628843185e-06
27103,221.37.0.0,63440,1.984595764672023e-06
10103,186.235.0.0,63420,1.983970103964371e-06
19214,170.196.0.0,63408,1.98359470753978e-06
15772,90.63.0.0,63384,1.982843914690598e-06
25033,50.239.0.0,63384,1.982843914690598e-06
17174,175.223.0.0,63362,1.9821556879121805e-06
19087,220.151.0.0,63347,1.9816864423814416e-06
7017,1.191.0.0,63340,1.9814674611337635e-06
29692,133.165.0.0,63336,1.9813423289922332e-06
21969,171.33.0.0,63317,1.9807479513199632e-06
25220,91.15.0.0,63292,1.9799658754353987e-06
15792,83.58.0.0,63280,1.9795904790108077e-06
800,164.30.0.0,63264,1.979089950444686e-06
8292,1.161.0.0,63256,1.978839686161625e-06
11351,222.46.0.0,63178,1.9763996094017825e-06
15205,16.92.0.0,63170,1.9761493451187216e-06
11000,175.0.0.0,63167,1.976055496012574e-06
11043,91.90.0.0,63132,1.974960589774183e-06
16631,58.161.0.0,63130,1.9748980237034177e-06
11547,90.94.0.0,63120,1.9745851933495918e-06
26125,161.181.0.0,63036,1.9719574183774534e-06
19737,178.195.0.0,62960,1.969579907688376e-06
6263,201.121.0.0,62944,1.9690793791222546e-06
8903,193.236.0.0,62922,1.9683911523438375e-06
11651,222.175.0.0,62904,1.9678280577069507e-06
22554,2.106.0.0,62872,1.9668270005747073e-06
8391,95.224.0.0,62862,1.9665141702208817e-06
7500,84.0.0.0,62855,1.966295188973203e-06
14870,171.19.0.0,62844,1.9659510755839945e-06
20112,65.47.0.0,62840,1.9658259434424643e-06
17035,197.160.0.0,62802,1.9646371880979255e-06
13015,35.140.0.0,62782,1.9640115273902736e-06
10996,217.248.0.0,62753,1.9631043193641784e-06
10068,87.107.0.0,62709,1.961727865807344e-06
25127,163.149.0.0,62699,1.961415035453518e-06
24046,183.147.0.0,62696,1.96132118634737e-06
22735,222.173.0.0,62688,1.961070922064309e-06
25060,166.179.0.0,62686,1.961008355993544e-06
18446,183.213.0.0,62684,1.960945789922779e-06
14442,173.5.0.0,62660,1.960194997073597e-06
19937,88.10.0.0,62598,1.9582554488798755e-06
16059,199.3.0.0,62576,1.9575672221014585e-06
1087,176.59.0.0,62576,1.9575672221014585e-06
18709,118.208.0.0,62576,1.9575672221014585e-06
7786,87.119.0.0,62572,1.9574420899599282e-06
1326,174.194.0.0,62562,1.957129259606102e-06
18320,77.115.0.0,62540,1.956441032827685e-06
6796,105.50.0.0,62529,1.956096919438476e-06
22595,89.155.0.0,62513,1.9555963908723548e-06
3119,171.151.0.0,62506,1.9553774096246763e-06
5575,5.206.0.0,62505,1.955346126589294e-06
12230,115.57.0.0,62456,1.953813257855547e-06
8451,166.175.0.0,62438,1.9532501632186596e-06
26439,210.146.0.0,62436,1.953187597147895e-06
7358,194.210.0.0,62436,1.953187597147895e-06
24876,107.68.0.0,62426,1.9528747667940685e-06
15176,211.212.0.0,62416,1.952561936440243e-06
17185,245.43.0.0,62415,1.9525306534048602e-06
7855,89.5.0.0,62407,1.9522803891217994e-06
21434,94.142.0.0,62404,1.9521865400156515e-06
26977,212.190.0.0,62390,1.9517485775202953e-06
14817,174.193.0.0,62374,1.9512480489541736e-06
21844,170.12.0.0,62369,1.9510916337772606e-06
6590,120.108.0.0,62364,1.9509352186003476e-06
11006,217.192.0.0,62317,1.9494649159373652e-06
17199,197.51.0.0,62303,1.949026953442009e-06
26583,216.224.0.0,62300,1.948933104335861e-06
25755,156.132.0.0,62274,1.948119745415914e-06
21646,223.152.0.0,62266,1.947869481132853e-06
23408,114.96.0.0,62250,1.9473689525667313e-06
21872,174.92.0.0,62244,1.9471812543544356e-06
11380,172.236.0.0,62241,1.947087405248288e-06
9817,94.40.0.0,62232,1.9468058579298445e-06
10489,113.227.0.0,62205,1.9459612159745145e-06
27821,29.212.0.0,62194,1.945617102585306e-06
6249,173.6.0.0,62186,1.9453668383022453e-06
18755,102.136.0.0,62146,1.9441155168869414e-06
20514,221.152.0.0,62140,1.9439278186746457e-06
13517,84.226.0.0,62108,1.9429267615424023e-06
12954,201.202.0.0,62105,1.942832912436255e-06
17960,98.205.0.0,62094,1.942488799047046e-06
16319,93.196.0.0,62056,1.9413000437025073e-06
7531,34.90.0.0,62053,1.9412061945963594e-06
8661,144.55.0.0,62038,1.940736949065621e-06
14126,165.247.0.0,61960,1.938296872305778e-06
15226,116.152.0.0,61958,1.9382343062350127e-06
23338,110.114.0.0,61952,1.938046608022717e-06
19699,193.79.0.0,61940,1.937671211598126e-06
9489,134.38.0.0,61934,1.9374835133858306e-06
9462,91.61.0.0,61900,1.936419890182822e-06
6817,62.193.0.0,61802,1.9333541527153275e-06
8753,59.150.0.0,61800,1.9332915866445624e-06
3693,164.101.0.0,61779,1.9326346429015277e-06
13530,69.184.0.0,61766,1.932227963441554e-06
15617,96.67.0.0,61725,1.9309453589908676e-06
21902,86.69.0.0,61720,1.9307889438139546e-06
19261,174.176.0.0,61706,1.930350981318598e-06
7912,82.19.0.0,61704,1.930288415247833e-06
10630,201.72.0.0,61680,1.9295376223986508e-06
1437,126.244.0.0,61666,1.929099659903294e-06
15387,100.11.0.0,61664,1.929037093832529e-06
26472,111.113.0.0,61652,1.928661697407938e-06
25432,201.242.0.0,61644,1.928411433124877e-06
19119,79.191.0.0,61628,1.9279109045587554e-06
6129,164.152.0.0,61612,1.927410375992634e-06
27506,91.59.0.0,61610,1.9273478099218686e-06
21406,99.72.0.0,61604,1.9271601117095732e-06
18144,134.13.0.0,61600,1.9270349795680426e-06
7621,174.248.0.0,61596,1.9269098474265124e-06
19456,207.12.0.0,61596,1.9269098474265124e-06
9919,78.176.0.0,61588,1.9266595831434515e-06
21170,91.181.0.0,61578,1.9263467527896256e-06
25352,112.187.0.0,61537,1.925064148338939e-06
2714,196.126.0.0,61532,1.924907733162026e-06
10324,210.7.0.0,61532,1.924907733162026e-06
18391,164.45.0.0,61532,1.924907733162026e-06
15501,174.207.0.0,61528,1.9247826010204957e-06
6895,200.29.0.0,61500,1.923906676029783e-06
16609,173.7.0.0,61492,1.923656411746722e-06
20936,22.214.0.0,61480,1.923281015322131e-06
24479,170.31.0.0,61461,1.9226866376498614e-06
11348,14.62.0.0,61456,1.922530222472949e-06
14654,101.69.0.0,61447,1.9222486751545052e-06
22144,160.158.0.0,61444,1.9221548260483573e-06
9303,169.65.0.0,61424,1.9215291653407054e-06
17609,100.240.0.0,61384,1.9202778439254015e-06
26919,164.216.0.0,61356,1.9194019189346888e-06
11663,91.130.0.0,61344,1.9190265225100977e-06
12201,160.49.0.0,61340,1.918901390368567e-06
11442,217.210.0.0,61338,1.918838824297802e-06
4282,216.251.0.0,61238,1.9157105207595423e-06
24386,145.52.0.0,61238,1.9157105207595423e-06
14627,16.154.0.0,61227,1.9153664073703335e-06
15773,107.128.0.0,61220,1.9151474261226554e-06
16764,161.95.0.0,61218,1.9150848600518903e-06
25804,86.146.0.0,61202,1.9145843314857686e-06
3181,22.152.0.0,61196,1.914396633273473e-06
12425,78.56.0.0,61190,1.9142089350611775e-06
13450,100.131.0.0,61160,1.913270443999699e-06
19329,58.172.0.0,61148,1.912895047575108e-06
15930,94.175.0.0,61123,1.912112971690543e-06
4349,213.34.0.0,61120,1.9120191225843953e-06
5980,83.78.0.0,61096,1.911268329735213e-06
20534,84.116.0.0,61092,1.911143197593683e-06
8017,220.224.0.0,61080,1.9107678011690915e-06
11587,192.118.0.0,61062,1.910204706532205e-06
12081,198.234.0.0,61062,1.910204706532205e-06
13774,120.213.0.0,61060,1.9101421404614395e-06
13574,82.228.0.0,61052,1.9098918761783787e-06
24184,165.129.0.0,61024,1.9090159511876663e-06
17277,163.64.0.0,61016,1.9087656869046054e-06
17405,174.106.0.0,60998,1.9082025922677186e-06
29509,209.80.0.0,60960,1.9070138369231799e-06
9234,88.231.0.0,60948,1.9066384404985888e-06
28631,109.195.0.0,60924,1.9058876476494062e-06
21561,82.229.0.0,60902,1.9051994208709894e-06
25855,218.160.0.0,60880,1.9045111940925721e-06
8019,60.238.0.0,60870,1.904198363738746e-06
25897,106.134.0.0,60870,1.904198363738746e-06
17237,84.159.0.0,60850,1.903572703031094e-06
17250,87.73.0.0,60849,1.9035414199957114e-06
6927,110.143.0.0,60832,1.9030096083942074e-06
11961,113.81.0.0,60820,1.9026342119696163e-06
17219,203.87.0.0,60818,1.902571645898851e-06
9408,85.62.0.0,60816,1.9025090798280857e-06
16786,113.64.0.0,60815,1.902477796792703e-06
22177,190.194.0.0,60814,1.9024465137573208e-06
20519,220.162.0.0,60801,1.902039834297347e-06
12109,166.90.0.0,60798,1.901945985191199e-06
21237,59.28.0.0,60794,1.9018208530496686e-06
19405,113.52.0.0,60793,1.901789570014286e-06
12542,115.121.0.0,60791,1.9017270039435208e-06
8226,173.13.0.0,60786,1.901570588766608e-06
24575,97.204.0.0,60756,1.9006320977051299e-06
9164,85.125.0.0,60734,1.8999438709267126e-06
12034,193.112.0.0,60734,1.8999438709267126e-06
6112,217.225.0.0,60728,1.899756172714417e-06
3607,69.181.0.0,60726,1.899693606643652e-06
13429,61.141.0.0,60716,1.899380776289826e-06
17115,152.99.0.0,60652,1.8973786620253398e-06
1110,138.252.0.0,60652,1.8973786620253398e-06
18853,96.51.0.0,60643,1.8970971147068963e-06
9681,88.234.0.0,60632,1.8967530013176878e-06
3394,160.245.0.0,60618,1.8963150388223314e-06
24452,101.109.0.0,60608,1.8960022084685053e-06
18122,108.235.0.0,60603,1.8958457932915925e-06
2083,90.18.0.0,60602,1.8958145102562097e-06
1244,109.13.0.0,60599,1.8957206611500618e-06
8522,59.26.0.0,60597,1.895658095079297e-06
24290,1.121.0.0,60572,1.8948760191947316e-06
20068,171.77.0.0,60543,1.8939688111686367e-06
18088,144.40.0.0,60538,1.8938123959917233e-06
12513,84.194.0.0,60529,1.89353084867328e-06
19714,112.100.0.0,60528,1.8934995656378975e-06
24560,167.177.0.0,60524,1.8933744334963673e-06
16947,95.59.0.0,60516,1.8931241692133064e-06
3071,114.100.0.0,60500,1.8926236406471847e-06
23583,113.37.0.0,60496,1.8924985085056545e-06
24159,167.184.0.0,60496,1.8924985085056545e-06
16012,125.4.0.0,60478,1.8919354138687675e-06
16802,93.73.0.0,60470,1.8916851495857066e-06
25194,174.192.0.0,60456,1.8912471870903506e-06
4667,59.22.0.0,60451,1.8910907719134374e-06
19840,216.237.0.0,60427,1.890339979064255e-06
2999,44.50.0.0,60410,1.8898081674627508e-06
12967,101.44.0.0,60406,1.8896830353212206e-06
8129,170.116.0.0,60370,1.888556846047447e-06
1927,50.122.0.0,60348,1.8878686192690299e-06
14008,5.59.0.0,60302,1.8864295996414303e-06
8740,84.246.0.0,60298,1.8863044674999e-06
17149,16.170.0.0,60287,1.8859603541106915e-06
19406,98.181.0.0,60270,1.8854285425091873e-06
16113,98.101.0.0,60240,1.8844900514477094e-06
15213,166.173.0.0,60240,1.8844900514477094e-06
13989,197.72.0.0,60226,1.884052088952353e-06
8343,90.206.0.0,60224,1.8839895228815876e-06
25106,122.64.0.0,60180,1.8826130693247531e-06
25123,173.89.0.0,60176,1.882487937183223e-06
2298,109.166.0.0,60137,1.8812678988033018e-06
25149,161.96.0.0,60132,1.8811114836263884e-06
16619,112.108.0.0,60122,1.8807986532725626e-06
7128,45.247.0.0,60102,1.8801729925649107e-06
19312,211.135.0.0,60094,1.8799227282818499e-06
3025,89.254.0.0,60067,1.8790780863265198e-06
24418,107.176.0.0,60048,1.8784837086542504e-06
8215,40.93.0.0,60037,1.878139595265042e-06
14572,144.56.0.0,60032,1.8779831800881287e-06
19222,112.70.0.0,60030,1.8779206140173638e-06
25258,162.224.0.0,60022,1.877670349734303e-06
28949,135.246.0.0,60014,1.8774200854512421e-06
8067,201.154.0.0,60014,1.8774200854512421e-06
8785,79.62.0.0,60012,1.8773575193804768e-06
4176,213.146.0.0,59974,1.8761687640359382e-06
26990,121.162.0.0,59972,1.876106197965173e-06
19124,81.231.0.0,59962,1.8757933676113472e-06
13786,212.235.0.0,59962,1.8757933676113472e-06
9761,174.234.0.0,59959,1.875699518505199e-06
7213,62.85.0.0,59938,1.8750425747621646e-06
896,106.124.0.0,59938,1.8750425747621646e-06
27346,207.111.0.0,59936,1.8749800086913993e-06
22659,108.234.0.0,59927,1.874698461372956e-06
20193,117.216.0.0,59916,1.8743543479837473e-06
3320,133.7.0.0,59914,1.8742917819129824e-06
