,sp,ibyt
42058,49063,701915
64004,12418,701856
30692,37340,701855
27852,34389,701840
2024,3132,701839
28828,35397,701832
1194,2230,701825
34065,40825,701796
5949,7646,701766
38736,45626,701662
1221,2257,701653
2686,3813,701584
27857,34394,701509
30281,36914,701463
17882,22338,701432
40571,47523,701408
31145,37809,701399
31838,38520,701324
39516,46430,701315
34643,41423,701268
10251,12963,701195
37620,44484,701166
28145,34691,701163
13600,17136,701144
2684,3811,701119
3327,4492,701118
25314,31552,701108
62989,30953,701091
39259,46168,701089
30112,36735,701088
2910,4042,701077
27618,34149,701042
9834,12481,701009
27149,33667,700992
59623,10370,700959
14368,18095,700950
19794,24677,700864
63509,39929,700827
3919,5120,700823
42129,49135,700813
15002,18865,700804
42112,49118,700719
61839,24335,700704
3022,4163,700687
26292,32788,700603
41312,48287,700597
30465,37107,700574
1457,2519,700542
25220,31444,700529
17836,22284,700518
37418,44278,700461
39123,46028,700460
34006,40765,700460
63430,37268,700451
21076,26298,700415
7839,10017,700388
18231,22752,700344
35021,41811,700336
15980,20024,700333
38016,44891,700262
6941,8880,700225
30181,36807,700216
63638,43941,700150
61352,21066,700129
38386,45272,700126
30775,37428,700082
16046,20099,700033
2518,3644,700029
28996,35569,699946
33956,40711,699946
39409,46320,699932
39825,46747,699915
28201,34751,699834
30218,36844,699817
34400,41172,699789
2392,3515,699765
1795,2888,699754
63813,5342,699751
63943,10064,699740
36498,43327,699734
19829,24719,699680
33058,39780,699674
29120,35702,699584
30222,36848,699584
4069,5283,699511
32835,39544,699502
41205,48178,699492
64076,15115,699419
41961,48959,699416
207,1184,699398
38702,45592,699376
19892,24798,699310
28453,35013,699305
40546,47498,699303
32091,38778,699247
28264,34818,699240
33200,39924,699236
28674,35237,699214
58642,2859,699182
40054,46985,699126
33446,40178,699043
30382,37022,699038
63847,6473,698911
34998,41787,698876
15809,19829,698833
23081,28786,698701
40295,47236,698678
35521,42325,698634
39226,46135,698624
11862,14979,698589
2466,3590,698588
27950,34489,698579
26446,32947,698561
34548,41323,698547
60573,16084,698536
31120,37784,698508
36589,43420,698499
27659,34193,698467
61304,20774,698463
35654,42464,698462
34719,41501,698435
33836,40589,698429
58962,6401,698407
39895,46821,698295
33545,40284,698265
8736,11111,698234
33686,40429,698229
28661,35224,698206
61484,21884,698199
21238,26491,698190
27356,33876,698183
37420,44280,698174
30310,36948,698108
39752,46673,698062
36871,43716,698059
6067,7785,697979
12795,16142,697952
287,1265,697918
4254,5504,697893
14568,18338,697865
28102,34646,697829
26714,33222,697816
35952,42770,697813
2170,3284,697802
21573,26888,697800
29103,35682,697789
37592,44455,697784
31827,38509,697775
5203,6720,697763
13244,16700,697760
14860,18688,697755
41562,48544,697754
28546,35109,697685
39356,46266,697630
18201,22717,697620
35733,42546,697608
30564,37207,697608
3260,4417,697560
34076,40836,697528
35056,41848,697502
18449,23033,697487
17846,22294,697475
27919,34458,697471
36171,42995,697462
12793,16140,697388
60926,18180,697318
16024,20073,697299
26286,32781,697295
31482,38156,697286
36381,43208,697279
41563,48545,697255
38115,44990,697234
37628,44492,697209
38218,45099,697207
60103,13379,697188
15369,19312,697188
40286,47226,697171
2300,3420,697169
1342,2388,697147
13655,17211,697140
31725,38404,697100
60824,17581,697089
37385,44245,697026
37654,44519,697021
6451,8258,696992
61040,18930,696991
35697,42509,696949
29117,35699,696938
12647,15956,696899
37635,44499,696891
29787,36395,696840
3754,4925,696837
11643,14698,696822
39638,46556,696807
27456,33981,696805
12146,15325,696803
1963,3067,696725
63725,47318,696710
41762,48753,696693
26702,33210,696666
29531,36126,696658
32686,39388,696654
39779,46701,696646
6483,8299,696640
28861,35432,696634
2127,3238,696593
40772,47732,696571
39665,46584,696524
36365,43192,696508
22178,27643,696503
64271,23211,696499
33694,40437,696470
4484,5796,696427
24938,31111,696357
32624,39321,696353
38342,45227,696304
35376,42175,696285
16014,20063,696167
41093,48062,696136
8759,11140,696021
3752,4923,696002
61120,19493,695989
37250,44108,695898
34334,41103,695884
22230,27714,695877
22818,28468,695819
997,2021,695741
34768,41551,695736
24947,31121,695658
672,1663,695645
29136,35720,695612
37435,44295,695553
29539,36134,695552
32331,39022,695531
13905,17523,695515
28585,35148,695512
58781,5421,695506
2577,3703,695489
63372,35718,695475
33032,39753,695464
384,1362,695448
558,1539,695444
26440,32941,695443
25615,31940,695419
26278,32772,695353
17896,22353,695298
36147,42970,695280
34773,41556,695206
3601,4766,695205
30982,37642,695183
8997,11429,695159
16436,20566,695115
19931,24849,695109
62495,28160,695103
2214,3329,695027
14557,18326,695024
28897,35468,694988
63716,47077,694948
34995,41784,694934
41871,48866,694839
41801,48794,694819
38933,45832,694805
37148,44004,694703
1095,2124,694702
30352,36991,694691
29342,35931,694672
31815,38497,694667
58629,2742,694642
31624,38298,694620
4185,5425,694594
1021,2047,694590
1036,2063,694551
34806,41589,694543
10879,13737,694518
3584,4749,694485
32918,39633,694464
33059,39781,694462
60482,15576,694433
34689,41470,694408
27115,33633,694406
14911,18751,694389
39473,46387,694378
32826,39535,694348
2065,3175,694341
82,1053,694330
2276,3396,694285
7005,8962,694271
9620,12210,694247
26284,32778,694239
18093,22585,694221
41780,48772,694221
2418,3541,694196
60349,14757,694182
64507,32044,694132
35954,42772,694020
34116,40881,693983
26758,33266,693934
34596,41371,693917
40059,46990,693886
35558,42362,693877
31445,38119,693860
3064,4215,693858
40841,47804,693828
30061,36681,693799
38314,45199,693758
29276,35862,693746
1171,2207,693727
62530,28356,693663
33665,40408,693614
22156,27614,693602
34931,41718,693535
16044,20097,693520
3069,4220,693476
27822,34359,693455
38773,45663,693431
37289,44147,693395
35724,42537,693352
33432,40164,693340
14445,18192,693308
37453,44313,693262
39392,46303,693126
40157,47092,693124
24146,30131,693121
28300,34854,692986
41861,48855,692967
35094,41886,692964
1862,2960,692960
40716,47672,692883
62630,28948,692861
27816,34353,692851
22421,27966,692806
1223,2259,692767
59250,8220,692749
412,1390,692710
38229,45112,692694
33228,39954,692647
8058,10264,692633
1150,2185,692611
1431,2489,692568
18609,23215,692533
2346,3469,692514
36883,43729,692466
40702,47658,692404
30743,37395,692365
39716,46637,692318
37275,44133,692312
38011,44886,692252
8530,10843,692239
40958,47921,692224
40805,47766,692216
39872,46795,692112
1458,2520,692110
16958,21220,692100
29517,36111,692067
20870,26041,692065
41477,48455,692037
32473,39165,691982
26394,32892,691901
1103,2133,691890
62710,29323,691854
34313,41081,691848
22399,27938,691819
31636,38310,691795
31082,37746,691760
28397,34953,691751
41358,48333,691706
11310,14278,691699
39276,46185,691679
32879,39592,691658
31124,37788,691638
39683,46602,691603
36709,43545,691587
19470,24276,691573
1640,2713,691567
3025,4166,691567
60760,17201,691563
34642,41422,691554
33007,39725,691552
32454,39146,691524
29288,35874,691487
4712,6098,691454
63593,42445,691448
280,1258,691444
41838,48831,691441
10415,13152,691424
40051,46982,691421
1263,2299,691393
15742,19743,691360
26703,33211,691288
18211,22727,691276
63016,31103,691248
14328,18049,691213
20245,25263,691210
38261,45145,691114
60241,14168,691094
16328,20435,691091
37903,44776,691065
35001,41790,690992
35424,42225,690970
8978,11402,690935
41938,48935,690921
40584,47536,690905
29457,36049,690903
4101,5318,690895
39199,46106,690888
38885,45780,690848
40359,47300,690835
33879,40633,690832
40364,47305,690784
40431,47377,690766
7650,9776,690706
39802,46724,690701
40614,47566,690632
30144,36768,690602
5535,7113,690589
18239,22762,690554
8346,10625,690526
5546,7127,690524
36710,43546,690470
32924,39639,690453
550,1531,690427
33389,40119,690385
28880,35451,690365
3785,4958,690261
26811,33320,690203
15188,19094,690169
37020,43871,690115
22377,27909,690010
34043,40802,689960
61700,23443,689956
33675,40418,689953
26546,33049,689939
32453,39145,689925
18868,23522,689787
19213,23962,689723
357,1335,689716
10057,12765,689710
10159,12871,689702
22434,27983,689651
314,1292,689584
24279,30301,689479
39863,46786,689463
9741,12363,689454
38422,45309,689444
33758,40503,689324
1035,2062,689304
39157,46063,689284
40112,47043,689255
58914,6144,689199
14181,17859,689192
31140,37804,689154
63649,44566,689140
39465,46379,689129
12262,15466,689110
12359,15585,689107
8988,11417,689032
38979,45879,689020
1487,2552,688992
11957,15106,688981
2525,3651,688963
16505,20652,688930
8114,10334,688891
15102,18987,688778
3731,4899,688725
6140,7878,688707
63424,36942,688692
39517,46431,688657
906,1916,688654
5272,6805,688607
901,1909,688588
42026,49027,688572
34794,41577,688556
40612,47564,688371
198,1175,688369
30632,37277,688327
40449,47396,688314
31858,38541,688295
38215,45096,688293
34592,41367,688274
31626,38300,688208
38416,45303,688163
34842,41626,688161
8186,10423,688119
40859,47822,688110
3243,4399,688042
23636,29492,688033
36595,43426,688011
38233,45116,687970
10339,13059,687880
27341,33861,687864
849,1849,687824
29251,35836,687819
21586,26904,687785
37748,44615,687784
753,1747,687775
24590,30684,687678
38642,45532,687651
27503,34034,687611
37189,44046,687591
36721,43557,687516
27709,34244,687466
12053,15217,687451
41899,48894,687408
320,1298,687389
36657,43491,687384
12006,15162,687319
29420,36011,687275
26982,33495,687260
18879,23535,687233
35593,42399,687185
39545,46461,687147
60389,14956,687105
11450,14463,687070
63682,45836,687050
6803,8704,687048
710,1701,686986
1584,2655,686982
6415,8217,686921
34224,40991,686880
32435,39127,686863
2085,3195,686849
31191,37858,686833
23111,28826,686824
36239,43063,686809
15391,19334,686770
62717,29383,686726
60470,15532,686674
9250,11746,686609
3475,4640,686576
34032,40791,686477
29701,36306,686407
21756,27120,686404
21015,26220,686391
41244,48217,686371
30527,37170,686358
8869,11270,686356
37325,44183,686340
24909,31069,686292
29048,35625,686193
26700,33208,686183
27712,34247,686096
4284,5544,686033
3497,4662,686028
26969,33482,685948
9528,12097,685922
37278,44136,685902
27151,33669,685875
41069,48035,685851
60105,13386,685806
34695,41476,685770
1863,2961,685704
41626,48611,685700
39776,46698,685688
7244,9267,685621
16482,20624,685606
23375,29164,685601
41319,48294,685593
19697,24558,685552
3130,4286,685500
31001,37661,685424
39576,46494,685421
2880,4011,685272
34841,41625,685270
1163,2199,685262
30401,37041,685237
38446,45333,685231
792,1789,685219
1279,2316,685217
27342,33862,685173
17682,22106,685171
37424,44284,685167
40319,47260,685134
27230,33748,685118
26225,32704,685042
1489,2554,684982
31549,38223,684959
15743,19744,684953
41941,48938,684823
29852,36461,684819
14024,17666,684739
42002,49002,684721
1681,2760,684698
1222,2258,684678
25089,31289,684663
64196,20285,684660
144,1117,684550
59996,12533,684533
1333,2378,684531
37838,44705,684528
41308,48283,684496
31018,37680,684415
2609,3736,684408
38567,45456,684367
41287,48261,684358
4099,5316,684355
37352,44210,684269
30569,37212,684252
30185,36811,684250
22743,28374,684249
1654,2728,684246
27839,34376,684197
2903,4035,684171
39580,46498,684162
250,1228,684072
23255,29005,684066
17713,22144,684048
26281,32775,683935
35169,41962,683921
31566,38240,683896
23340,29120,683851
27511,34042,683824
33678,40421,683805
78,1048,683763
31415,38089,683750
1245,2281,683745
20145,25129,683690
40143,47076,683552
36592,43423,683524
27924,34463,683483
32543,39238,683470
920,1931,683441
2585,3711,683356
179,1154,683334
19255,24008,683300
32660,39359,683230
21494,26796,683203
27495,34023,683123
30798,37453,683111
24542,30631,683091
3797,4970,683025
1107,2138,682972
10676,13471,682944
58715,4809,682942
30410,37050,682911
34770,41553,682910
41896,48891,682834
35154,41947,682804
27189,33707,682796
30980,37640,682747
11228,14167,682699
39992,46921,682697
23292,29056,682693
32735,39438,682637
15588,19558,682608
30105,36728,682590
31705,38383,682553
38955,45855,682544
22420,27965,682535
28911,35482,682486
2342,3464,682443
1359,2410,682357
4770,6169,682346
785,1782,682345
34138,40903,682344
19199,23943,682340
34169,40935,682329
39422,46333,682213
12507,15773,682200
10139,12851,682129
27850,34387,682085
709,1700,682069
39815,46737,682045
6909,8841,682028
14456,18206,682018
22689,28302,682012
27110,33628,681992
29626,36225,681935
684,1675,681923
5296,6833,681888
39032,45932,681888
6892,8820,681878
33112,39835,681733
30458,37099,681732
34126,40891,681672
31504,38178,681631
8581,10910,681603
38154,45031,681556
13033,16430,681539
12728,16061,681482
14525,18288,681481
6600,8448,681456
60126,13524,681416
35678,42489,681408
27884,34422,681370
35477,42279,681321
27876,34414,681272
34959,41746,681231
41182,48153,681201
34211,40978,681143
27738,34274,681142
26539,33042,681091
36198,43022,681017
59006,6652,680997
40623,47575,680986
41052,48018,680937
19081,23798,680919
40657,47612,680877
30102,36725,680869
39822,46744,680856
26387,32885,680850
30618,37261,680847
25071,31265,680841
1641,2714,680800
1123,2155,680797
12849,16211,680747
2635,3762,680634
38169,45046,680575
42027,49028,680572
15271,19197,680564
36755,43593,680510
18753,23386,680480
30734,37386,680439
37085,43939,680392
34064,40824,680380
36971,43819,680294
6785,8679,680227
29245,35830,680219
34623,41399,680219
25203,31424,680131
39846,46768,680050
36348,43174,680010
59374,8918,680000
1496,2562,679965
34802,41585,679903
38771,45661,679901
40222,47160,679874
38144,45021,679859
25669,32008,679852
1659,2733,679813
13036,16433,679790
37122,43978,679760
38599,45488,679755
5287,6823,679753
26354,32852,679690
14342,18067,679665
22922,28587,679662
27008,33524,679597
41713,48701,679586
817,1814,679544
2457,3580,679438
992,2014,679438
27932,34471,679346
28377,34932,679255
40598,47550,679246
32868,39578,679214
33848,40602,679201
32685,39387,679192
5050,6528,679106
36193,43017,679060
8203,10447,679053
40518,47468,679002
58947,6318,678987
16015,20064,678972
33937,40692,678925
38462,45349,678896
1866,2964,678872
59909,12054,678837
34591,41366,678836
18204,22720,678835
41764,48755,678724
26173,32640,678711
1908,3009,678704
953,1968,678646
27318,33836,678634
11599,14648,678605
4045,5256,678598
11959,15108,678583
35924,42741,678572
895,1903,678561
13970,17599,678537
26846,33357,678523
41407,48383,678505
14084,17738,678489
41497,48475,678426
36529,43359,678400
28801,35368,678329
32502,39196,678322
42086,49091,678309
31081,37745,678294
61950,24956,678283
32621,39318,678265
3151,4307,678264
23789,29679,678251
37263,44121,678250
37330,44188,678222
224,1202,678169
4198,5440,678149
35679,42490,678135
63015,31102,678096
15116,19005,678048
3149,4305,678007
32395,39087,678003
28478,35039,678001
40504,47453,677959
1156,2191,677958
41750,48740,677957
40663,47618,677860
85,1056,677841
38710,45600,677839
6854,8769,677832
64332,25036,677804
38086,44961,677784
37313,44171,677770
5368,6909,677761
62249,26684,677737
40742,47698,677717
39647,46565,677711
3493,4658,677670
1669,2747,677662
32583,39280,677657
510,1491,677657
8610,10945,677630
35295,42091,677594
39553,46469,677584
37636,44500,677541
20884,26060,677539
15471,19427,677532
63717,47085,677501
13395,16897,677498
61548,22406,677472
36919,43766,677384
32183,38874,677353
5373,6914,677304
3642,4807,677278
32430,39122,677234
39518,46432,677196
34839,41623,677174
13358,16847,677166
35568,42372,677147
34777,41560,677135
37677,44542,677103
15866,19906,677073
39212,46119,677016
31802,38484,677014
8247,10498,677002
406,1384,677000
2171,3285,676958
34204,40971,676952
63516,40199,676950
1886,2986,676941
34229,40996,676932
34534,41309,676903
30670,37316,676892
30715,37366,676883
37745,44612,676869
19563,24390,676859
20499,25568,676817
37349,44207,676817
13335,16821,676792
61256,20525,676786
21047,26261,676774
8631,10975,676772
40455,47402,676750
29425,36016,676743
2729,3856,676723
12163,15344,676675
21136,26369,676666
40183,47118,676642
38638,45528,676641
37069,43922,676634
38094,44969,676614
