,sp,ibyt
32683,39385,750473
780,1777,750451
39042,45942,750339
26893,33404,750324
39469,46383,750308
14514,18275,750230
16175,20254,750224
10060,12768,750211
39110,46015,750208
38313,45198,750189
27432,33956,750136
7397,9456,750118
39880,46805,750118
29859,36468,750049
32520,39215,750045
27401,33924,749965
37684,44549,749957
34690,41471,749934
27540,34071,749915
28950,35522,749865
824,1822,749837
26511,33014,749796
32228,38919,749783
40617,47569,749652
60948,18368,749638
59940,12239,749621
35885,42701,749597
39399,46310,749545
34047,40806,749528
38626,45516,749509
27468,33994,749506
40369,47310,749483
36845,43688,749422
25433,31712,749410
37529,44389,749405
27037,33554,749373
505,1486,749369
62889,30322,749356
33940,40695,749283
9109,11571,749282
7983,10171,749269
33172,39895,749263
26379,32877,749253
16032,20084,749252
3896,5097,749213
23903,29827,749176
39183,46090,749143
31190,37857,749028
20593,25687,749000
36275,43100,748986
33504,40239,748966
524,1505,748930
41198,48171,748865
30420,37060,748799
30901,37561,748762
41509,48488,748751
59231,8075,748736
4731,6122,748731
27013,33529,748680
39280,46189,748635
41721,48709,748615
27267,33785,748580
40241,47180,748575
27228,33746,748556
30772,37425,748540
4396,5685,748513
35648,42458,748485
61410,21424,748474
35279,42075,748467
27126,33644,748425
40357,47298,748375
33803,40553,748365
41481,48459,748301
63686,45997,748257
30190,36816,748060
20705,25836,748047
62472,28037,748043
13322,16804,748040
33148,39871,748036
63770,48714,748020
1987,3091,748020
39974,46903,748003
37900,44772,747988
39016,45916,747950
17570,21970,747923
32851,39561,747919
4471,5780,747869
38976,45876,747833
41281,48255,747830
35993,42812,747791
27810,34347,747724
29156,35740,747703
1682,2761,747699
36367,43194,747699
26774,33283,747699
36368,43195,747682
37539,44399,747673
30395,37035,747670
21372,26652,747621
20876,26048,747588
40553,47505,747518
22387,27921,747475
1472,2535,747404
13076,16487,747400
35902,42718,747387
32320,39011,747365
34829,41613,747358
40839,47802,747356
196,1173,747288
41932,48929,747244
3238,4394,747235
15267,19193,747234
2647,3774,747195
41097,48066,747121
15924,19968,747090
40821,47783,747062
31764,38444,747031
61291,20702,747014
1850,2946,746922
64149,17740,746885
63845,6398,746884
348,1326,746878
1374,2426,746862
25198,31418,746844
6394,8193,746821
35983,42802,746795
35816,42631,746742
2008,3114,746699
35036,41827,746659
3187,4343,746624
38956,45856,746571
31499,38173,746560
25813,32198,746536
2240,3360,746492
35012,41802,746483
15422,19369,746480
7537,9630,746478
33835,40587,746478
32618,39315,746364
14273,17976,746262
36255,43079,746171
440,1418,746151
14277,17984,746140
32462,39154,746130
32942,39658,746107
63665,45104,746071
26650,33158,746031
37766,44633,746026
10456,13197,745975
41979,48977,745959
34222,40989,745889
35226,42022,745849
22947,28616,745821
30301,36938,745806
4845,6272,745761
12648,15957,745683
6068,7786,745675
316,1294,745659
36550,43381,745658
21126,26357,745647
62219,26512,745637
1776,2869,745637
36300,43125,745611
33575,40315,745603
40101,47032,745602
76,1046,745550
41771,48763,745549
33070,39793,745512
13860,17472,745508
27078,33596,745503
7818,9995,745493
38873,45768,745492
36024,42843,745370
11696,14770,745299
18196,22712,745298
37986,44860,745297
36578,43409,745294
38719,45609,745254
2974,4112,745204
58691,4167,745195
32795,39501,745188
39166,46073,745177
36240,43064,745091
33192,39915,745017
35013,41803,744994
28898,35469,744962
22168,27630,744960
7521,9612,744859
28970,35542,744844
40515,47464,744811
31495,38169,744761
38438,45325,744738
30199,36825,744710
29540,36135,744645
61187,19909,744595
38340,45225,744578
28166,34713,744504
37962,44836,744460
63667,45140,744453
61011,18767,744445
30232,36858,744423
27478,34005,744419
33015,39735,744413
59951,12296,744388
26351,32849,744296
40397,47341,744232
23124,28841,744194
31719,38398,744151
34146,40912,744088
29132,35715,744074
40147,47081,743947
41965,48963,743905
17499,21888,743904
37324,44182,743878
17859,22310,743868
25661,32000,743828
22820,28470,743799
41107,48076,743764
29246,35831,743764
25611,31936,743751
32669,39369,743728
34218,40985,743686
34366,41137,743653
31747,38427,743638
21551,26863,743637
1945,3049,743626
9725,12344,743607
4149,5380,743545
37520,44380,743510
37691,44556,743484
36211,43035,743484
35642,42452,743466
8483,10788,743410
27909,34448,743357
39938,46865,743322
41793,48785,743311
37943,44817,743298
32999,39717,743292
36050,42870,743284
41212,48185,743270
34550,41325,743216
38356,45241,743203
29069,35647,743163
27017,33533,743149
4795,6209,743126
38468,45355,743092
41540,48521,743038
34924,41709,743036
32247,38938,742994
29726,36331,742976
27350,33870,742959
538,1519,742906
11236,14176,742865
3055,4206,742854
34290,41058,742748
20671,25793,742748
4492,5804,742733
34487,41261,742706
17082,21372,742693
36366,43193,742623
41892,48887,742542
30178,36804,742484
31632,38306,742459
13170,16607,742446
63578,41978,742438
488,1469,742352
22830,28481,742338
26751,33259,742298
22183,27648,742266
30305,36943,742256
33220,39946,742239
39854,46777,742226
31669,38345,742224
41317,48292,742180
37413,44273,742156
5503,7076,742126
60374,14864,742116
40205,47143,742070
37728,44595,742058
2951,4088,742031
28276,34830,742021
34583,41358,742019
31406,38079,742008
3447,4612,741997
12965,16352,741961
41377,48352,741960
28500,35062,741958
41301,48275,741929
341,1319,741872
31789,38471,741838
28085,34629,741800
8684,11039,741790
62050,25504,741751
39926,46853,741746
981,1999,741734
39416,46327,741709
35419,42220,741706
34526,41300,741706
38587,45476,741669
38843,45737,741651
1286,2323,741637
59592,10173,741586
7146,9140,741532
40275,47214,741516
6525,8349,741449
14652,18435,741378
37279,44137,741370
27873,34411,741287
4446,5744,741282
35765,42578,741219
23921,29847,741173
36410,43238,741103
29579,36176,741057
24739,30862,741044
39918,46844,740935
16036,20089,740928
28862,35433,740839
41003,47967,740832
7429,9498,740825
35038,41829,740791
40125,47057,740768
60136,13584,740748
34212,40979,740526
36638,43471,740470
38474,45361,740451
40206,47144,740443
34406,41178,740411
39234,46143,740272
35800,42615,740236
64297,23939,740202
37094,43949,740140
29576,36172,740120
1978,3082,740119
13610,17147,740107
33547,40286,740052
24305,30332,740043
39817,46739,740004
6285,8062,740001
41664,48650,739985
1486,2551,739982
59849,11738,739937
2383,3506,739925
40465,47412,739882
59916,12104,739880
9030,11470,739803
4042,5249,739791
35052,41844,739788
42113,49119,739752
31199,37866,739734
31257,37926,739721
35664,42474,739683
35699,42511,739654
63549,40908,739598
29188,35772,739571
26450,32951,739514
38803,45694,739512
26630,33137,739444
31136,37800,739364
12287,15494,739340
29111,35691,739308
17190,21504,739302
40608,47560,739246
41467,48445,739219
40021,46952,739179
41260,48234,739174
42119,49125,739163
37128,43984,739156
38305,45190,739138
3380,4545,739114
27141,33659,739092
23924,29850,739074
28936,35508,739061
39254,46163,738947
8120,10341,738891
2658,3785,738867
3246,4403,738816
37714,44581,738777
6707,8576,738765
32961,39677,738754
37067,43920,738730
23282,29044,738715
18938,23615,738695
18004,22479,738671
33475,40208,738637
3033,4176,738631
60056,13080,738613
7110,9095,738460
27918,34457,738459
4228,5474,738431
2145,3258,738405
30331,36970,738396
32913,39628,738304
755,1749,738272
31212,37879,738232
40030,46961,738199
2606,3733,738198
28548,35111,738071
63732,47466,738053
20506,25576,738043
5586,7176,737917
31605,38279,737884
36576,43407,737860
31111,37775,737846
28662,35225,737806
41422,48399,737803
28305,34859,737791
24682,30793,737782
63428,37100,737775
38368,45253,737723
20214,25217,737698
35868,42684,737671
61220,20225,737626
40989,47953,737623
38211,45091,737598
40374,47315,737536
58912,6102,737524
41087,48055,737471
6676,8544,737456
39027,45927,737449
7987,10176,737372
41833,48826,737363
19507,24321,737361
29135,35719,737360
36067,42887,737252
37277,44135,737225
2101,3211,737139
1393,2450,737045
32290,38981,737031
29623,36222,737012
26662,33170,736994
28316,34870,736989
41044,48010,736966
29258,35843,736868
33852,40606,736848
16930,21180,736810
30353,36992,736762
38707,45597,736665
26424,32923,736657
38442,45329,736534
29546,36141,736487
28067,34610,736475
30745,37397,736472
30885,37545,736422
37579,44442,736372
34469,41243,736344
6288,8065,736311
10909,13773,736261
36113,42935,736233
33104,39827,736189
21809,27181,736155
14940,18788,736108
5241,6766,736099
1479,2542,736070
35820,42635,736065
35496,42300,736033
37511,44371,736009
64536,37331,736003
27452,33977,735970
9633,12225,735967
15708,19707,735901
33719,40464,735896
9024,11462,735780
19858,24751,735771
38965,45865,735738
13531,17059,735728
39968,46896,735688
34468,41242,735664
60821,17563,735624
31612,38286,735612
36982,43830,735588
35632,42440,735559
33066,39789,735552
36742,43580,735488
30507,37149,735421
11764,14861,735362
10219,12931,735352
15553,19520,735328
1005,2029,735303
39631,46549,735267
2257,3377,735245
28660,35223,735227
30863,37523,735157
35147,41940,735126
3992,5199,735092
40897,47860,735091
128,1100,735084
17826,22273,735057
11728,14819,735034
1290,2327,735019
4220,5466,734918
34901,41685,734865
30127,36750,734857
26713,33221,734844
26649,33157,734830
34348,41117,734788
34074,40834,734781
38556,45445,734762
11020,13919,734756
36763,43601,734753
31657,38333,734722
22104,27552,734704
41598,48580,734667
33206,39932,734575
27480,34008,734530
63639,43973,734482
26577,33081,734480
16359,20471,734466
34308,41076,734403
1375,2428,734403
31938,38621,734387
2619,3746,734364
28615,35178,734326
62611,28816,734291
9578,12161,734239
9020,11456,734176
58576,1993,734157
27588,34119,734148
38250,45133,734124
32385,39077,734094
41288,48262,734086
39987,46916,733984
33260,39987,733941
10098,12810,733892
63525,40356,733891
8402,10689,733854
21396,26686,733736
39693,46612,733683
110,1082,733614
35653,42463,733575
64026,13578,733569
41730,48719,733567
243,1221,733504
19634,24482,733494
63675,45713,733485
31526,38200,733454
12439,15689,733432
28308,34862,733406
2796,3924,733396
41756,48747,733390
33398,40128,733334
32639,39337,733322
31069,37733,733305
34398,41170,733298
38043,44918,733265
35425,42226,733214
680,1671,733177
42118,49124,733129
34871,41655,733090
13043,16442,733082
26129,32588,733033
41077,48045,733029
61676,23296,733013
30803,37458,733012
308,1286,732943
25866,32262,732925
26760,33269,732909
17881,22337,732896
63323,34208,732880
2297,3417,732867
38463,45350,732831
33312,40040,732758
41672,48659,732714
40061,46992,732702
41176,48147,732686
35106,41898,732668
34646,41426,732653
41246,48219,732573
17380,21745,732542
35222,42018,732480
41565,48547,732445
63715,47070,732420
41532,48512,732287
1493,2559,732266
36523,43353,732263
7599,9717,732219
29451,36043,732217
35708,42521,732208
9805,12444,732179
24438,30501,732118
26596,33100,732066
4512,5825,732003
26674,33182,731999
31209,37876,731997
33542,40281,731944
40031,46962,731860
35611,42417,731778
33769,40515,731757
38059,44934,731756
2275,3395,731722
23237,28981,731694
39288,46197,731683
32875,39588,731644
18881,23537,731629
27405,33928,731531
30495,37137,731467
5311,6848,731445
26673,33181,731435
5057,6537,731426
60981,18603,731389
34389,41161,731368
59860,11772,731354
19146,23872,731326
18872,23527,731306
30696,37345,731273
27412,33935,731244
39022,45922,731201
37797,44664,731182
41699,48686,731172
30429,37069,731134
17578,21982,731101
13499,17024,731092
35960,42779,731064
28968,35540,731000
35471,42273,730990
26276,32770,730972
17602,22010,730942
37779,44646,730939
16811,21044,730914
33697,40440,730904
37933,44807,730903
4486,5798,730892
27847,34384,730858
61437,21584,730838
41659,48645,730772
42138,49144,730760
33741,40486,730715
26855,33366,730615
34726,41508,730584
59357,8816,730517
24564,30656,730496
35362,42161,730379
31620,38294,730357
4086,5303,730353
35665,42475,730306
36584,43415,730186
2520,3646,730170
62687,29198,730038
36098,42920,729964
29064,35642,729896
28798,35365,729890
29396,35987,729883
17796,22240,729861
36892,43738,729858
63387,36233,729847
15396,19342,729843
38334,45219,729836
64139,17317,729788
4434,5730,729785
392,1370,729724
31365,38037,729711
28248,34801,729654
35734,42547,729638
37180,44037,729621
3727,4895,729612
1283,2320,729606
38019,44894,729560
61132,19594,729549
41919,48915,729506
7661,9788,729467
1980,3084,729461
30920,37580,729375
4701,6081,729369
35740,42553,729366
19914,24828,729321
13125,16552,729297
33807,40557,729225
38893,45788,729213
34373,41144,729198
27236,33754,729101
32922,39637,729083
7947,10132,729048
14650,18433,728989
32553,39248,728973
38569,45458,728973
38175,45052,728962
2504,3628,728955
35751,42564,728934
33502,40237,728850
655,1643,728821
33896,40651,728802
28736,35302,728767
29067,35645,728765
1435,2494,728703
37129,43985,728666
33729,40474,728641
37454,44314,728639
41383,48358,728579
9178,11649,728565
38720,45610,728550
37185,44042,728530
40773,47733,728509
2492,3616,728508
13219,16667,728422
36219,43043,728418
1117,2148,728302
39358,46268,728293
39962,46890,728249
58782,5424,728232
31446,38120,728221
33550,40289,728164
4848,6275,728140
32393,39085,728098
9944,12622,728093
37803,44670,728024
613,1596,727907
14182,17860,727904
4194,5436,727880
20319,25348,727868
28439,34998,727862
27967,34508,727854
313,1291,727845
32920,39635,727841
9511,12076,727823
33946,40701,727795
31634,38308,727756
27323,33842,727750
41555,48537,727688
32372,39064,727647
35293,42089,727637
35584,42390,727579
35884,42700,727518
18891,23552,727510
39388,46299,727469
26302,32799,727398
35916,42733,727352
37473,44333,727334
39703,46623,727325
30195,36821,727284
30325,36964,727262
831,1830,727222
41411,48388,727165
41539,48520,727125
30805,37460,727108
6599,8447,727095
33153,39876,727061
39668,46587,727052
64222,21239,727022
914,1925,727005
33900,40655,726985
16248,20346,726981
31067,37731,726974
29219,35804,726955
37147,44003,726949
40362,47303,726916
21404,26695,726842
17782,22223,726802
28956,35528,726748
719,1711,726692
37379,44239,726557
27837,34374,726484
36662,43497,726471
41639,48625,726426
30069,36690,726388
22742,28372,726233
10150,12862,726227
18693,23313,726224
42052,49056,726210
26867,33378,726199
37995,44869,726184
6230,7998,726169
3000,4141,726167
63306,33558,726154
381,1359,726135
31561,38235,726097
40493,47440,726093
15112,19001,726090
37656,44521,726081
36388,43216,726066
33961,40717,726053
36846,43689,726023
63460,38354,726020
38008,44883,725999
39384,46295,725972
1363,2414,725928
36946,43793,725904
27147,33665,725883
7233,9253,725870
64539,45264,725816
7630,9755,725808
2862,3993,725724
24651,30759,725630
21607,26934,725616
63750,48061,725610
39008,45908,725597
63608,43092,725592
37561,44422,725577
5823,7494,725571
1975,3079,725532
34912,41697,725523
1652,2726,725460
63554,41136,725427
8899,11302,725403
36389,43217,725380
32439,39131,725368
28947,35519,725341
36546,43376,725314
23595,29439,725303
29437,36028,725301
1218,2254,725295
13987,17622,725290
64207,20784,725255
32207,38898,725220
33638,40380,725189
32388,39080,725134
36770,43608,725086
33501,40236,725078
27339,33859,725077
28079,34622,725069
34801,41584,725065
30143,36767,724991
33421,40153,724943
16315,20421,724911
5758,7408,724909
60286,14406,724897
35053,41845,724892
40129,47061,724892
7054,9024,724885
12092,15261,724869
34483,41257,724852
2599,3726,724841
38825,45719,724797
30778,37431,724794
358,1336,724783
32596,39293,724781
31237,37904,724779
15364,19307,724690
30090,36712,724663
37875,44744,724654
30844,37501,724628
40620,47572,724619
33025,39746,724614
3500,4665,724455
5415,6967,724426
26693,33201,724389
30308,36946,724372
39224,46133,724355
38241,45124,724322
30500,37142,724314
2154,3267,724312
60409,15076,724258
17728,22159,724200
2117,3227,724182
27689,34224,724169
34293,41061,724129
35888,42704,724104
27012,33528,724088
35103,41895,724017
28206,34757,724007
31048,37711,723972
41964,48962,723966
285,1263,723939
33069,39792,723868
26599,33104,723836
36554,43385,723786
18867,23521,723777
28814,35381,723750
26285,32780,723663
33919,40674,723654
40690,47646,723643
35828,42643,723616
38325,45210,723610
3600,4765,723577
27090,33608,723570
3068,4219,723535
21412,26705,723506
31539,38213,723434
37017,43868,723419
36675,43511,723413
63932,9439,723379
10719,13523,723350
37642,44507,723313
34999,41788,723308
41039,48004,723279
27675,34210,723275
63169,32081,723267
15110,18999,723244
16911,21155,723240
40343,47284,723177
35918,42735,723176
27969,34510,723161
33567,40306,723128
17739,22171,723117
5923,7617,723113
19392,24180,723063
36023,42842,723020
20688,25815,722988
6632,8486,722882
2984,4124,722833
31255,37922,722757
39180,46087,722690
17658,22077,722659
9874,12534,722597
28842,35412,722559
19610,24448,722553
35600,42406,722544
28853,35424,722516
31213,37880,722491
3318,4481,722445
2693,3820,722436
31192,37859,722433
6233,8001,722425
33934,40689,722413
35460,42262,722396
29400,35991,722378
26966,33479,722372
16926,21174,722333
40038,46969,722333
34411,41183,722292
35184,41979,722217
23519,29346,722206
24772,30903,722093
7335,9381,722009
27605,34136,721990
20436,25494,721876
40406,47350,721819
142,1115,721744
25548,31863,721734
35680,42491,721728
34264,41031,721686
42034,49035,721679
62564,28535,721652
63630,43755,721648
5453,7015,721633
27041,33559,721632
7903,10087,721571
26949,33462,721564
36418,43246,721561
41885,48880,721553
432,1410,721480
1942,3046,721444
26663,33171,721420
21243,26496,721418
21098,26323,721336
41902,48897,721331
39826,46748,721312
11546,14579,721254
31273,37942,721237
701,1692,721227
39240,46149,721193
18483,23074,721147
39786,46708,721134
28800,35367,721109
27851,34388,721091
1299,2338,721084
26571,33074,721047
28504,35066,721009
11196,14128,721007
35886,42702,720957
41954,48951,720934
9713,12331,720925
18780,23425,720904
1520,2587,720901
37873,44742,720901
62121,25907,720808
29613,36212,720803
11232,14172,720751
6469,8281,720721
13919,17537,720711
2592,3718,720687
61591,22741,720635
29214,35799,720630
41457,48435,720583
36954,43801,720552
26299,32796,720367
40556,47508,720327
61493,21969,720310
41337,48312,720306
41808,48801,720281
63558,41304,720212
4812,6231,720159
4211,5455,720110
1545,2613,720085
33354,40083,720040
30323,36962,720019
61326,20880,719985
40848,47811,719928
38766,45656,719906
33843,40597,719826
34603,41378,719779
34738,41520,719774
36782,43621,719752
1772,2865,719710
30633,37278,719680
35182,41975,719642
42091,49096,719625
1677,2756,719624
25937,32356,719490
38536,45424,719482
583,1564,719430
33783,40529,719357
31531,38205,719357
40937,47900,719343
40860,47823,719308
22623,28224,719292
8562,10883,719209
18044,22529,719204
10401,13136,719184
32478,39171,719140
25400,31667,719116
34938,41725,719102
39813,46735,719095
72,1042,719065
58621,2612,719046
1187,2223,719008
34908,41692,718983
39627,46545,718956
28306,34860,718921
63059,31421,718894
38282,45167,718892
36217,43041,718813
20303,25328,718805
1277,2314,718738
14373,18100,718716
30782,37435,718703
2074,3184,718691
38321,45206,718663
7156,9152,718569
23853,29763,718565
61602,22822,718564
25052,31245,718522
9080,11532,718512
35570,42374,718500
29082,35660,718488
29269,35854,718455
3135,4291,718417
34925,41710,718375
40939,47902,718370
34781,41564,718363
14327,18048,718329
60635,16484,718293
41622,48607,718245
35390,42189,718212
34980,41768,718150
18847,23501,718138
28653,35216,718114
28871,35442,718108
35465,42267,718065
2472,3596,718046
59633,10432,717956
29179,35763,717837
30396,37036,717759
31270,37939,717753
1769,2861,717749
37450,44310,717729
30676,37323,717628
35947,42764,717625
37612,44476,717568
835,1834,717504
37190,44047,717489
26582,33086,717472
28254,34807,717415
21289,26550,717404
40979,47943,717315
722,1714,717268
7479,9563,717240
37252,44110,717220
37538,44398,717172
28426,34983,717150
6876,8800,717056
31442,38116,717021
22877,28539,717016
12747,16083,716989
62022,25350,716979
39158,46064,716937
7021,8981,716912
21603,26926,716903
12106,15279,716854
36967,43815,716819
59468,9408,716770
13998,17637,716762
31104,37768,716719
37445,44305,716709
5597,7187,716708
40519,47469,716688
5372,6913,716651
40377,47320,716644
60020,12663,716617
32828,39537,716615
1429,2487,716612
37059,43911,716608
295,1273,716602
14796,18607,716570
8068,10278,716556
762,1756,716534
28508,35070,716524
32602,39299,716481
37971,44845,716365
41116,48085,716334
33134,39857,716318
28367,34922,716311
58653,3030,716299
22099,27545,716166
19382,24168,716144
35338,42137,715982
1438,2497,715942
23758,29636,715941
63429,37168,715864
26981,33494,715864
8990,11419,715853
62459,27964,715837
38018,44893,715819
21999,27419,715796
29561,36156,715781
20405,25446,715755
15234,19153,715746
16882,21122,715741
38662,45552,715713
40002,46933,715690
34676,41456,715688
40761,47719,715672
1698,2779,715658
32317,39008,715639
355,1333,715604
18997,23694,715593
734,1726,715576
59373,8911,715572
61216,20207,715526
24361,30402,715507
28170,34717,715483
39213,46120,715482
39266,46175,715482
25047,31238,715471
37048,43900,715391
31142,37806,715369
19994,24937,715296
30231,36857,715286
29359,35949,715244
33161,39884,715238
58588,2129,715237
33636,40378,715231
34023,40782,715222
28495,35057,715195
27972,34513,715177
15856,19893,715171
10195,12907,715009
38395,45282,714986
8712,11081,714947
37736,44603,714934
22887,28549,714922
29222,35807,714917
29528,36123,714886
32466,39158,714875
40766,47724,714849
36793,43634,714841
38041,44916,714826
40626,47578,714826
33193,39916,714797
36463,43292,714795
34574,41349,714751
32614,39311,714733
39929,46856,714686
32321,39012,714681
28437,34996,714669
39489,46403,714660
29410,36001,714641
10411,13148,714584
37626,44490,714551
37105,43960,714545
39184,46091,714494
27913,34452,714467
2245,3365,714438
1464,2527,714438
26992,33506,714436
33309,40037,714371
27044,33562,714360
37007,43858,714359
8741,11119,714343
62337,27307,714314
34982,41770,714311
30210,36836,714244
7411,9474,714196
820,1817,714189
1699,2780,714145
34966,41754,714115
1320,2362,714002
26434,32934,713986
33006,39724,713978
11367,14350,713950
35590,42396,713945
1111,2142,713944
6361,8153,713935
35752,42565,713860
38725,45615,713845
39569,46487,713840
20955,26141,713779
32036,38723,713748
741,1733,713736
41073,48040,713734
41687,48674,713715
33311,40039,713695
18090,22581,713647
29463,36055,713566
33471,40204,713565
38283,45168,713542
31089,37753,713404
721,1713,713377
36146,42969,713305
60214,13954,713262
34527,41301,713257
33346,40075,713213
58858,5911,713208
32936,39652,713203
58597,2337,713125
21158,26392,713120
2931,4067,713104
38066,44941,713073
8689,11046,713068
37699,44564,713057
23243,28989,713045
40906,47869,713006
24374,30420,713005
62633,28963,713005
40314,47255,712963
36680,43516,712945
1667,2744,712838
37383,44243,712764
35263,42059,712759
13153,16586,712753
64510,32121,712735
2649,3776,712708
39596,46514,712707
39461,46375,712661
21117,26347,712657
23969,29906,712595
13007,16399,712575
35992,42811,712560
28576,35139,712510
38429,45316,712487
27682,34217,712477
29247,35832,712460
21422,26715,712457
62389,27631,712422
38728,45618,712421
26754,33262,712409
22188,27656,712399
717,1709,712330
17403,21773,712318
35846,42662,712260
28821,35388,712257
9623,12213,712225
30889,37549,712186
200,1177,712146
30758,37411,712049
39607,46525,712006
28757,35323,711975
36352,43178,711819
15473,19429,711766
5234,6756,711734
3172,4328,711714
31562,38236,711710
32798,39505,711644
27586,34117,711596
19731,24600,711591
60496,15651,711591
37609,44473,711587
60970,18506,711576
35963,42782,711517
59937,12221,711362
20945,26130,711318
909,1920,711288
41049,48015,711286
37633,44497,711270
33948,40703,711165
59412,9124,711158
24643,30749,711142
64024,13563,711141
8214,10458,711122
40430,47376,711119
32512,39206,711114
27741,34277,711039
31125,37789,710982
35045,41836,710974
34408,41180,710948
59424,9193,710916
26373,32871,710885
33713,40457,710852
28534,35096,710790
28013,34555,710781
30428,37068,710764
40851,47814,710734
26526,33029,710732
27748,34284,710715
9738,12359,710698
59042,6944,710685
39201,46108,710649
32856,39566,710647
18950,23627,710571
15323,19260,710556
38775,45665,710555
19039,23745,710533
5312,6849,710532
2675,3802,710509
28063,34606,710503
13085,16498,710499
62487,28096,710454
5424,6977,710426
41322,48297,710363
34345,41114,710362
32877,39590,710329
1297,2335,710321
31804,38486,710219
34056,40815,710160
38499,45386,710159
34637,41414,710159
63285,32789,710123
38544,45432,710111
35110,41902,710045
13826,17431,710039
25463,31751,709996
62802,29860,709966
59191,7815,709964
58706,4402,709946
28604,35167,709909
27766,34302,709898
36948,43795,709893
6446,8253,709871
38667,45557,709836
9904,12570,709825
18034,22518,709820
59354,8798,709790
36025,42844,709751
35473,42275,709735
21007,26209,709728
7703,9839,709724
5367,6908,709722
3720,4888,709684
2735,3862,709610
61795,24083,709582
21340,26615,709572
60224,14034,709519
761,1755,709507
38492,45379,709501
27544,34075,709431
39186,46093,709340
13712,17290,709285
36476,43305,709279
31759,38439,709273
2323,3445,709226
38095,44970,709213
41819,48812,709109
39352,46262,709072
28542,35104,709046
39702,46622,708994
26750,33258,708988
40277,47216,708939
7855,10034,708878
22364,27893,708874
32354,39045,708868
37968,44842,708866
16967,21233,708814
63938,9712,708798
11575,14615,708782
30649,37295,708710
21399,26690,708637
31606,38280,708636
37036,43888,708627
29102,35681,708578
22984,28666,708576
27317,33835,708571
12597,15890,708566
40390,47334,708492
64423,28475,708352
36257,43081,708275
37298,44156,708241
21505,26810,708214
17909,22368,708184
34016,40775,708134
33793,40541,708075
29446,36038,708074
27021,33538,708031
27292,33810,707930
21022,26227,707906
2370,3493,707832
14013,17652,707823
35826,42641,707789
9909,12575,707750
41359,48334,707732
32768,39473,707697
35246,42042,707644
31071,37735,707641
42032,49033,707547
21482,26781,707513
3726,4894,707506
8982,11406,707501
23390,29184,707490
41306,48281,707480
1617,2689,707423
10702,13502,707320
22677,28288,707233
7374,9428,707213
60125,13521,707188
33658,40401,707179
29216,35801,707154
26426,32925,707133
37601,44464,707120
40903,47866,707104
41544,48525,707095
25351,31602,707078
37226,44084,707036
29293,35880,707006
37391,44251,706980
11000,13892,706952
38818,45710,706939
34335,41104,706862
14670,18456,706858
32882,39595,706811
2296,3416,706776
33551,40290,706754
545,1526,706694
60030,12712,706686
2898,4029,706653
39155,46061,706648
41792,48784,706579
11428,14433,706577
37908,44781,706540
31703,38381,706524
33868,40622,706491
1018,2044,706478
19006,23706,706349
63318,34025,706347
31395,38068,706330
39075,45977,706284
3210,4366,706279
19400,24189,706213
34079,40840,706147
40407,47351,706137
18718,23345,705991
22705,28323,705983
25708,32058,705917
13629,17171,705902
1331,2376,705814
29279,35865,705758
26553,33056,705683
11598,14644,705653
333,1311,705581
27727,34262,705575
38571,45460,705554
28789,35356,705549
37978,44852,705532
39654,46573,705531
35808,42623,705519
7308,9348,705511
39809,46731,705485
39847,46769,705458
13873,17488,705428
37744,44611,705419
27133,33651,705417
34429,41202,705362
58656,3098,705335
58899,6061,705335
7875,10055,705308
41146,48117,705304
15898,19941,705279
33639,40381,705252
41262,48236,705234
34346,41115,705221
27742,34278,705203
41089,48057,705202
2184,3298,705167
11045,13953,705107
28823,35390,705079
31466,38140,705079
29500,36092,704992
1461,2524,704983
1379,2432,704876
35595,42401,704789
38588,45477,704777
27195,33713,704773
27131,33649,704768
38894,45789,704740
33616,40358,704710
62618,28859,704698
26367,32865,704577
11251,14200,704459
40492,47439,704450
35721,42534,704416
28404,34960,704414
15172,19073,704401
27143,33661,704400
26348,32846,704396
6449,8256,704339
236,1214,704312
22366,27896,704295
3329,4494,704281
40855,47818,704267
34034,40793,704186
37102,43957,704088
38494,45381,704046
38205,45085,704019
36448,43276,704012
2462,3586,704012
36644,43477,703968
26075,32522,703917
2123,3234,703904
32258,38949,703902
40592,47544,703879
40618,47570,703841
34324,41092,703815
33037,39758,703739
41669,48656,703716
36073,42895,703685
1317,2357,703680
5246,6772,703578
28690,35253,703551
41815,48808,703511
38745,45635,703510
31655,38331,703472
23142,28864,703464
58685,4057,703441
41949,48946,703377
35893,42709,703312
26866,33377,703287
10917,13786,703286
5578,7168,703259
41289,48263,703213
1184,2220,703159
7767,9920,703110
18909,23576,703089
19984,24920,703065
37813,44680,703063
62880,30272,703055
37417,44277,703043
20348,25379,703029
24006,29952,702940
37280,44138,702939
26668,33176,702926
63402,36567,702905
24881,31040,702869
32854,39564,702799
3677,4843,702783
39612,46530,702766
12243,15441,702730
14836,18656,702668
16957,21219,702662
39407,46318,702655
20381,25418,702609
32749,39454,702607
36293,43118,702584
41905,48900,702542
37117,43972,702507
30721,37372,702360
38380,45266,702357
61324,20876,702318
41406,48382,702305
36847,43690,702278
22882,28544,702198
5314,6851,702170
691,1682,702164
851,1851,702161
34286,41054,702123
61214,20202,702105
34099,40862,702090
27187,33705,702085
38192,45070,702039
28894,35465,702024
14809,18625,701964
37486,44346,701949
58980,6502,701946
59686,10752,701945
36144,42967,701921
